Year,Population,Population_male,Population_female,ISO3,Population id,Cancer label,Sex,Type,ASR (World),Crude rate,Cumulative risk,Total,Region Name,Year_Units,RT_m,GDP_per_capita,TAC,GammaC,MRI,Mammography,PET
2022,2880874.0,1333939.0,1546936.0,ARM,51,Prostate,Male,Mortality,10.12247756,14.69332556,0.8956419923,196,Europe,2017,1.69,6571.97445545099,,,,,
2022,2880874.0,1333939.0,1546936.0,ARM,51,Cervix,Female,Mortality,3.07413161,4.912939163,0.3462559123,76,Europe,2017,1.69,6571.97445545099,,,,,
2015,1219502.0,616000.0,603502.0,CYP,196,Lung,Male,Incidence,34.65012923,62.44633518,4.481768035,256,Europe,2010,2.72,23088.44140625,21.75,8.15,13.59,219.5,0.0
2015,1219502.0,616000.0,603502.0,CYP,196,Lung,Male,Mortality,24.62907416,44.63937241,2.984966931,183,Europe,2010,2.72,23088.44140625,21.75,8.15,13.59,219.5,0.0
2015,1219502.0,616000.0,603502.0,CYP,196,Lung,Female,Incidence,10.65709168,19.6230074,1.361453271,85,Europe,2010,2.72,23088.44140625,21.75,8.15,13.59,219.5,0.0
2015,1219502.0,616000.0,603502.0,CYP,196,Lung,Female,Mortality,6.396055084,12.23552226,0.7540084279,53,Europe,2010,2.72,23088.44140625,21.75,8.15,13.59,219.5,0.0
2015,1219502.0,616000.0,603502.0,CYP,196,Breast,Female,Incidence,93.80214018,141.97823,10.0309822,615,Europe,2010,2.72,23088.44140625,21.75,8.15,13.59,219.5,0.0
2015,1219502.0,616000.0,603502.0,CYP,196,Breast,Female,Mortality,13.88458559,26.0870569,1.506897222,113,Europe,2010,2.72,23088.44140625,21.75,8.15,13.59,219.5,0.0
2015,1219502.0,616000.0,603502.0,CYP,196,Prostate,Male,Incidence,63.98704094,122.9412224,8.141521727,504,Europe,2010,2.72,23088.44140625,21.75,8.15,13.59,219.5,0.0
2015,1219502.0,616000.0,603502.0,CYP,196,Prostate,Male,Mortality,10.48715543,24.39309968,0.7339094435,100,Europe,2010,2.72,23088.44140625,21.75,8.15,13.59,219.5,0.0
2015,1219502.0,616000.0,603502.0,CYP,196,Cervix,Female,Incidence,5.612759172,8.08006187,0.6101102145,35,Europe,2010,2.72,23088.44140625,21.75,8.15,13.59,219.5,0.0
2015,1219502.0,616000.0,603502.0,CYP,196,Cervix,Female,Mortality,1.967487616,3.232024748,0.1996972236,14,Europe,2010,2.72,23088.44140625,21.75,8.15,13.59,219.5,0.0
2018,1270737.0,641146.0,629591.0,CYP,196,Lung,Male,Mortality,25.12565198,48.38359072,3.09558474,207,Europe,2013,2.63,29120.375,25.41,8.76,14.02,,0.0
2018,1270737.0,641146.0,629591.0,CYP,196,Lung,Female,Mortality,7.010163653,13.83718543,0.81450019,62,Europe,2013,2.63,29120.375,25.41,8.76,14.02,,0.0
2018,1270737.0,641146.0,629591.0,CYP,196,Breast,Female,Mortality,14.16454639,28.12073167,1.576477424,126,Europe,2013,2.63,29120.375,25.41,8.76,14.02,,0.0
2018,1270737.0,641146.0,629591.0,CYP,196,Prostate,Male,Mortality,9.142614172,21.73755525,0.7796519111,93,Europe,2013,2.63,29120.375,25.41,8.76,14.02,,0.0
2018,1270737.0,641146.0,629591.0,CYP,196,Cervix,Female,Mortality,1.143538071,2.454984511,0.1115983497,11,Europe,2013,2.63,29120.375,25.41,8.76,14.02,,0.0
2022,1331370.0,670824.0,660545.0,CYP,196,Lung,Male,Mortality,23.67014002,53.42522472,2.65247864,240,Europe,2017,8.29,33231.04296875,,,,,
2022,1331370.0,670824.0,660545.0,CYP,196,Lung,Female,Mortality,8.646329193,16.54382523,1.039276137,78,Europe,2017,8.29,33231.04296875,,,,,
2022,1331370.0,670824.0,660545.0,CYP,196,Breast,Female,Mortality,11.07960313,25.45203881,1.034112383,120,Europe,2017,8.29,33231.04296875,,,,,
2022,1331370.0,670824.0,660545.0,CYP,196,Prostate,Male,Mortality,6.816029361,17.14059293,0.4237599098,77,Europe,2017,8.29,33231.04296875,,,,,
2022,1331370.0,670824.0,660545.0,CYP,196,Cervix,Female,Mortality,1.476384119,2.545203881,0.1481752203,12,Europe,2017,8.29,33231.04296875,,,,,
2015,3791573.0,1766794.0,2024778.0,GEO,268,Lung,Male,Mortality,33.01598244,48.64001725,4.225349809,866,Europe,2010,1.38,4086.6223465965,8.73,0.69,0.0,44.64,0.0
2015,3791573.0,1766794.0,2024778.0,GEO,268,Lung,Female,Mortality,3.689059525,7.969766306,0.3984044466,155,Europe,2010,1.38,4086.6223465965,8.73,0.69,0.0,44.64,0.0
2015,3791573.0,1766794.0,2024778.0,GEO,268,Breast,Female,Mortality,17.90648247,31.15921536,2.149141328,606,Europe,2010,1.38,4086.6223465965,8.73,0.69,0.0,44.64,0.0
2015,3791573.0,1766794.0,2024778.0,GEO,268,Prostate,Male,Mortality,9.246027833,15.67039817,1.066736221,279,Europe,2010,1.38,4086.6223465965,8.73,0.69,0.0,44.64,0.0
2015,3791573.0,1766794.0,2024778.0,GEO,268,Cervix,Female,Mortality,5.428248293,8.535362624,0.5870207311,166,Europe,2010,1.38,4086.6223465965,8.73,0.69,0.0,44.64,0.0
2018,3794877.0,1767621.0,2027255.0,GEO,268,Lung,Male,Mortality,35.47886599,54.37604328,4.519874566,974,Europe,2013,1.38,4804.0546040444,8.75,0.69,0.0,,0.0
2018,3794877.0,1767621.0,2027255.0,GEO,268,Lung,Female,Mortality,4.346638545,9.455800591,0.4622658606,183,Europe,2013,1.38,4804.0546040444,8.75,0.69,0.0,,0.0
2018,3794877.0,1767621.0,2027255.0,GEO,268,Breast,Female,Mortality,20.20372021,38.08155757,2.268180454,737,Europe,2013,1.38,4804.0546040444,8.75,0.69,0.0,,0.0
2018,3794877.0,1767621.0,2027255.0,GEO,268,Prostate,Male,Mortality,11.83814417,21.21447274,1.244239075,380,Europe,2013,1.38,4804.0546040444,8.75,0.69,0.0,,0.0
2018,3794877.0,1767621.0,2027255.0,GEO,268,Cervix,Female,Mortality,5.101708232,8.577392886,0.5684385221,166,Europe,2013,1.38,4804.0546040444,8.75,0.69,0.0,,0.0
2022,3794784.0,1768050.0,2026734.0,GEO,268,Lung,Male,Mortality,28.34695331,45.52523904,3.701720769,812,Europe,2017,5.26,6729.84659930283,,,,,
2022,3794784.0,1768050.0,2026734.0,GEO,268,Lung,Female,Mortality,2.517182174,5.911569148,0.2987527201,114,Europe,2017,5.26,6729.84659930283,,,,,
2022,3794784.0,1768050.0,2026734.0,GEO,268,Breast,Female,Mortality,14.26338063,28.62444009,1.681037466,552,Europe,2017,5.26,6729.84659930283,,,,,
2022,3794784.0,1768050.0,2026734.0,GEO,268,Prostate,Male,Mortality,10.76989532,19.2304889,1.052760552,343,Europe,2017,5.26,6729.84659930283,,,,,
2022,3794784.0,1768050.0,2026734.0,GEO,268,Cervix,Female,Mortality,3.434045875,6.222704367,0.4028940202,120,Europe,2017,5.26,6729.84659930283,,,,,
2015,8052908.0,3990883.0,4062026.0,ISR,376,Lung,Male,Incidence,31.10140291,39.19838815,3.871924113,1628,Europe,2010,3.5,36213.1041481958,7.82,10.78,1.35,117.6,0.81
2015,8052908.0,3990883.0,4062026.0,ISR,376,Lung,Male,Mortality,23.43000812,30.28965304,2.885481519,1258,Europe,2010,3.5,36213.1041481958,7.82,10.78,1.35,117.6,0.81
2015,8052908.0,3990883.0,4062026.0,ISR,376,Lung,Female,Incidence,14.72763221,22.19110421,1.800442769,938,Europe,2010,3.5,36213.1041481958,7.82,10.78,1.35,117.6,0.81
2015,8052908.0,3990883.0,4062026.0,ISR,376,Lung,Female,Mortality,9.371771282,15.75617011,1.068058335,666,Europe,2010,3.5,36213.1041481958,7.82,10.78,1.35,117.6,0.81
2015,8052908.0,3990883.0,4062026.0,ISR,376,Breast,Female,Incidence,92.78057251,113.8181262,10.34138013,4811,Europe,2010,3.5,36213.1041481958,7.82,10.78,1.35,117.6,0.81
2015,8052908.0,3990883.0,4062026.0,ISR,376,Breast,Female,Mortality,15.66787906,24.27301881,1.598702431,1026,Europe,2010,3.5,36213.1041481958,7.82,10.78,1.35,117.6,0.81
2015,8052908.0,3990883.0,4062026.0,ISR,376,Prostate,Male,Incidence,40.4065183,51.06866171,5.52664596,2121,Europe,2010,3.5,36213.1041481958,7.82,10.78,1.35,117.6,0.81
2015,8052908.0,3990883.0,4062026.0,ISR,376,Prostate,Male,Mortality,6.427067414,11.22017354,0.4286067539,466,Europe,2010,3.5,36213.1041481958,7.82,10.78,1.35,117.6,0.81
2015,8052908.0,3990883.0,4062026.0,ISR,376,Cervix,Female,Incidence,5.840613442,6.624210211,0.604541153,280,Europe,2010,3.5,36213.1041481958,7.82,10.78,1.35,117.6,0.81
2015,8052908.0,3990883.0,4062026.0,ISR,376,Cervix,Female,Mortality,1.386180184,1.84531722,0.1510072084,78,Europe,2010,3.5,36213.1041481958,7.82,10.78,1.35,117.6,0.81
2018,8510067.0,4224242.0,4285825.0,ISR,376,Lung,Male,Mortality,20.51237624,28.27137342,2.414729473,1246,Europe,2013,3.36,42362.6652754196,7.5,10.35,1.29,,0.78
2018,8510067.0,4224242.0,4285825.0,ISR,376,Lung,Female,Mortality,8.402232642,14.7917128,0.9481811894,662,Europe,2013,3.36,42362.6652754196,7.5,10.35,1.29,,0.78
2018,8510067.0,4224242.0,4285825.0,ISR,376,Breast,Female,Mortality,14.8758253,23.28242407,1.57587427,1042,Europe,2013,3.36,42362.6652754196,7.5,10.35,1.29,,0.78
2018,8510067.0,4224242.0,4285825.0,ISR,376,Prostate,Male,Mortality,5.26649434,9.43891761,0.3919784441,416,Europe,2013,3.36,42362.6652754196,7.5,10.35,1.29,,0.78
2018,8510067.0,4224242.0,4285825.0,ISR,376,Cervix,Female,Mortality,1.599045802,2.145021795,0.1742275454,96,Europe,2013,3.36,42362.6652754196,7.5,10.35,1.29,,0.78
2022,9103151.0,4528556.0,4574595.0,ISR,376,Lung,Male,Mortality,17.595791,25.5444678,2.127540772,1213,Europe,2017,5.08,54949.621556429,10.17,9.59,5.31,112.3,1.62
2022,9103151.0,4528556.0,4574595.0,ISR,376,Lung,Male,Mortality,17.595791,25.5444678,2.127540772,1213,Europe,2017,5.08,54949.621556429,,,,,
2022,9103151.0,4528556.0,4574595.0,ISR,376,Lung,Female,Mortality,7.729238187,13.57891554,0.9625051238,653,Europe,2017,5.08,54949.621556429,10.17,9.59,5.31,112.3,1.62
2022,9103151.0,4528556.0,4574595.0,ISR,376,Lung,Female,Mortality,7.729238187,13.57891554,0.9625051238,653,Europe,2017,5.08,54949.621556429,,,,,
2022,9103151.0,4528556.0,4574595.0,ISR,376,Breast,Female,Mortality,12.55138998,21.56406649,1.287488172,1037,Europe,2017,5.08,54949.621556429,10.17,9.59,5.31,112.3,1.62
2022,9103151.0,4528556.0,4574595.0,ISR,376,Breast,Female,Mortality,12.55138998,21.56406649,1.287488172,1037,Europe,2017,5.08,54949.621556429,,,,,
2022,9103151.0,4528556.0,4574595.0,ISR,376,Prostate,Male,Mortality,5.23615633,9.539689954,0.4731966576,453,Europe,2017,5.08,54949.621556429,10.17,9.59,5.31,112.3,1.62
2022,9103151.0,4528556.0,4574595.0,ISR,376,Prostate,Male,Mortality,5.23615633,9.539689954,0.4731966576,453,Europe,2017,5.08,54949.621556429,,,,,
2022,9103151.0,4528556.0,4574595.0,ISR,376,Cervix,Female,Mortality,1.111534751,1.518010466,0.1077557118,73,Europe,2017,5.08,54949.621556429,10.17,9.59,5.31,112.3,1.62
2022,9103151.0,4528556.0,4574595.0,ISR,376,Cervix,Female,Mortality,1.111534751,1.518010466,0.1077557118,73,Europe,2017,5.08,54949.621556429,,,,,
2015,3834454.0,2252690.0,1581764.0,KWT,414,Lung,Male,Incidence,16.23645667,8.367923381,2.016242351,53,Eastern Mediterranean,2010,1.46,29882.2126495698,,,,,
2015,3834454.0,2252690.0,1581764.0,KWT,414,Lung,Male,Mortality,7.699301666,3.373745777,0.9456958785,76,Eastern Mediterranean,2010,1.46,29882.2126495698,,,,,
2015,3834454.0,2252690.0,1581764.0,KWT,414,Lung,Female,Incidence,3.707580003,2.735437594,0.3823230629,18,Eastern Mediterranean,2010,1.46,29882.2126495698,,,,,
2015,3834454.0,2252690.0,1581764.0,KWT,414,Lung,Female,Mortality,3.759152976,1.959838484,0.4713683432,31,Eastern Mediterranean,2010,1.46,29882.2126495698,,,,,
2015,3834454.0,2252690.0,1581764.0,KWT,414,Breast,Female,Incidence,71.24769817,53.03709557,7.959604778,349,Eastern Mediterranean,2010,1.46,29882.2126495698,,,,,
2015,3834454.0,2252690.0,1581764.0,KWT,414,Breast,Female,Mortality,11.08264255,6.322059626,1.286162266,100,Eastern Mediterranean,2010,1.46,29882.2126495698,,,,,
2015,3834454.0,2252690.0,1581764.0,KWT,414,Prostate,Male,Incidence,19.68158023,9.631006156,2.707497812,61,Eastern Mediterranean,2010,1.46,29882.2126495698,,,,,
2015,3834454.0,2252690.0,1581764.0,KWT,414,Prostate,Male,Mortality,3.450866528,1.198567579,0.2557705913,27,Eastern Mediterranean,2010,1.46,29882.2126495698,,,,,
2015,3834454.0,2252690.0,1581764.0,KWT,414,Cervix,Female,Incidence,2.279389733,1.823625063,0.2365528013,12,Eastern Mediterranean,2010,1.46,29882.2126495698,,,,,
2015,3834454.0,2252690.0,1581764.0,KWT,414,Cervix,Female,Mortality,0.3881396015,0.252882385,0.01266901929,4,Eastern Mediterranean,2010,1.46,29882.2126495698,,,,,
2018,4323387.0,2662068.0,1661319.0,KWT,414,Lung,Male,Mortality,4.267200252,2.404146853,0.5420977738,64,Eastern Mediterranean,2013,1.19,32067.9623756889,,,,,
2018,4323387.0,2662068.0,1661319.0,KWT,414,Lung,Female,Mortality,3.117794294,1.56502247,0.205614058,26,Eastern Mediterranean,2013,1.19,32067.9623756889,,,,,
2018,4323387.0,2662068.0,1661319.0,KWT,414,Breast,Female,Mortality,10.87860654,7.283373803,1.186425549,121,Eastern Mediterranean,2013,1.19,32067.9623756889,,,,,
2018,4323387.0,2662068.0,1661319.0,KWT,414,Prostate,Male,Mortality,2.477977492,0.976684659,0.1755036075,26,Eastern Mediterranean,2013,1.19,32067.9623756889,,,,,
2018,4323387.0,2662068.0,1661319.0,KWT,414,Cervix,Female,Mortality,0.6651170461,0.4213522035,0.1087623257,7,Eastern Mediterranean,2013,1.19,32067.9623756889,,,,,
2022,4589511.0,2802100.0,1787410.0,KWT,414,Lung,Male,Mortality,8.529084648,3.318939367,0.9626130247,93,Eastern Mediterranean,2017,1.4,39981.7691035833,,,,,
2022,4589511.0,2802100.0,1787410.0,KWT,414,Lung,Female,Mortality,2.942392845,1.846245771,0.2999414069,33,Eastern Mediterranean,2017,1.4,39981.7691035833,,,,,
2022,4589511.0,2802100.0,1787410.0,KWT,414,Breast,Female,Mortality,10.02124697,7.21714256,1.172517325,129,Eastern Mediterranean,2017,1.4,39981.7691035833,,,,,
2022,4589511.0,2802100.0,1787410.0,KWT,414,Prostate,Male,Mortality,3.709735188,1.034938082,0.2024420092,29,Eastern Mediterranean,2017,1.4,39981.7691035833,,,,,
2022,4589511.0,2802100.0,1787410.0,KWT,414,Cervix,Female,Mortality,0.6687009627,0.5035215739,0.03409786557,9,Eastern Mediterranean,2017,1.4,39981.7691035833,,,,,
2015,2427331.0,1827199.0,600131.0,QAT,634,Lung,Male,Incidence,17.13327421,9.238137876,2.083057024,13,Eastern Mediterranean,2010,1.14,68985.2433380102,10.23,2.27,11.37,284.6,0.57
2015,2427331.0,1827199.0,600131.0,QAT,634,Lung,Female,Incidence,3.615375263,2.116282679,0.4804427068,3,Eastern Mediterranean,2010,1.14,68985.2433380102,10.23,2.27,11.37,284.6,0.57
2015,2427331.0,1827199.0,600131.0,QAT,634,Breast,Female,Incidence,51.90822431,35.97680554,5.425302143,51,Eastern Mediterranean,2010,1.14,68985.2433380102,10.23,2.27,11.37,284.6,0.57
2015,2427331.0,1827199.0,600131.0,QAT,634,Prostate,Male,Incidence,20.77723744,9.948763866,2.887559621,14,Eastern Mediterranean,2010,1.14,68985.2433380102,10.23,2.27,11.37,284.6,0.57
2015,2427331.0,1827199.0,600131.0,QAT,634,Cervix,Female,Incidence,3.424121073,2.116282679,0.4039197077,3,Eastern Mediterranean,2010,1.14,68985.2433380102,10.23,2.27,11.37,284.6,0.57
2015,80014226.0,40105684.0,39908542.0,TUR,792,Lung,Male,Incidence,62.96991922,75.31768853,7.875645843,2436,Europe,2010,2.09,11064.6494504662,14.95,3.93,6.32,272.0,0.92
2015,80014226.0,40105684.0,39908542.0,TUR,792,Lung,Female,Incidence,10.73631227,14.61565936,1.318170913,471,Europe,2010,2.09,11064.6494504662,14.95,3.93,6.32,272.0,0.92
2015,80014226.0,40105684.0,39908542.0,TUR,792,Breast,Female,Incidence,46.81720712,61.10028297,4.920343628,1969,Europe,2010,2.09,11064.6494504662,14.95,3.93,6.32,272.0,0.92
2015,80014226.0,40105684.0,39908542.0,TUR,792,Prostate,Male,Incidence,35.62008671,42.26571437,4.595615352,1367,Europe,2010,2.09,11064.6494504662,14.95,3.93,6.32,272.0,0.92
2015,80014226.0,40105684.0,39908542.0,TUR,792,Cervix,Female,Incidence,5.14656144,6.733753888,0.5588769507,217,Europe,2010,2.09,11064.6494504662,14.95,3.93,6.32,272.0,0.92
2015,9487293.0,4414172.0,5073122.0,BLR,112,Lung,Male,Incidence,58.4264134,85.68037812,7.42904268,3747,Europe,2010,3.02,5967.05595058777,6.04,2.5,2.5,18.85,0.0
2015,9487293.0,4414172.0,5073122.0,BLR,112,Lung,Female,Incidence,6.135968698,12.46106899,0.772077185,634,Europe,2010,3.02,5967.05595058777,6.04,2.5,2.5,18.85,0.0
2015,9487293.0,4414172.0,5073122.0,BLR,112,Breast,Female,Incidence,49.42698359,84.65271944,5.582669761,4307,Europe,2010,3.02,5967.05595058777,6.04,2.5,2.5,18.85,0.0
2015,9487293.0,4414172.0,5073122.0,BLR,112,Prostate,Male,Incidence,66.24227812,96.26751852,8.796893998,4210,Europe,2010,3.02,5967.05595058777,6.04,2.5,2.5,18.85,0.0
2015,9487293.0,4414172.0,5073122.0,BLR,112,Cervix,Female,Incidence,11.81860933,17.39439441,1.175950146,885,Europe,2010,3.02,5967.05595058777,6.04,2.5,2.5,18.85,0.0
2015,10524416.0,5176537.0,5347880.0,CZE,203,Lung,Male,Incidence,42.89603477,84.08873562,5.617631948,4356,Europe,2010,4.96,17931.5987670768,13.25,11.53,4.96,97.19,0.57
2015,10524416.0,5176537.0,5347880.0,CZE,203,Lung,Male,Mortality,34.66814588,68.87709107,4.463708206,3568,Europe,2010,4.96,17931.5987670768,13.25,11.53,4.96,97.19,0.57
2015,10524416.0,5176537.0,5347880.0,CZE,203,Lung,Female,Incidence,18.53394233,42.10565573,2.449292946,2258,Europe,2010,4.96,17931.5987670768,13.25,11.53,4.96,97.19,0.57
2015,10524416.0,5176537.0,5347880.0,CZE,203,Lung,Female,Mortality,13.2494099,31.56991814,1.699719496,1693,Europe,2010,4.96,17931.5987670768,13.25,11.53,4.96,97.19,0.57
2015,10524416.0,5176537.0,5347880.0,CZE,203,Breast,Female,Incidence,69.57089809,131.1279766,7.767695885,7032,Europe,2010,4.96,17931.5987670768,13.25,11.53,4.96,97.19,0.57
2015,10524416.0,5176537.0,5347880.0,CZE,203,Breast,Female,Mortality,12.35386679,30.00354299,1.36672815,1609,Europe,2010,4.96,17931.5987670768,13.25,11.53,4.96,97.19,0.57
2015,10524416.0,5176537.0,5347880.0,CZE,203,Prostate,Male,Incidence,70.96680533,138.1788727,9.248113698,7158,Europe,2010,4.96,17931.5987670768,13.25,11.53,4.96,97.19,0.57
2015,10524416.0,5176537.0,5347880.0,CZE,203,Prostate,Male,Mortality,11.54581428,25.61656386,0.9226476852,1327,Europe,2010,4.96,17931.5987670768,13.25,11.53,4.96,97.19,0.57
2015,10524416.0,5176537.0,5347880.0,CZE,203,Cervix,Female,Incidence,10.54098523,16.31640778,1.050320786,875,Europe,2010,4.96,17931.5987670768,13.25,11.53,4.96,97.19,0.57
2015,10524416.0,5176537.0,5347880.0,CZE,203,Cervix,Female,Mortality,3.390770745,6.601152405,0.3997459098,354,Europe,2010,4.96,17931.5987670768,13.25,11.53,4.96,97.19,0.57
2018,10548937.0,5196327.0,5352610.0,CZE,203,Lung,Male,Mortality,30.53158653,65.0814005,3.946398846,3404,Europe,2013,4.86,23705.9329811299,12.99,11.31,4.86,,0.56
2018,10548937.0,5196327.0,5352610.0,CZE,203,Lung,Female,Mortality,13.53822849,34.6734662,1.74420684,1871,Europe,2013,4.86,23705.9329811299,12.99,11.31,4.86,,0.56
2018,10548937.0,5196327.0,5352610.0,CZE,203,Breast,Female,Mortality,12.0797924,30.04045361,1.289389192,1621,Europe,2013,4.86,23705.9329811299,12.99,11.31,4.86,,0.56
2018,10548937.0,5196327.0,5352610.0,CZE,203,Prostate,Male,Mortality,10.8648078,26.23139879,0.9530823784,1372,Europe,2013,4.86,23705.9329811299,12.99,11.31,4.86,,0.56
2018,10548937.0,5196327.0,5352610.0,CZE,203,Cervix,Female,Mortality,2.767865218,5.744935608,0.3247042881,310,Europe,2013,4.86,23705.9329811299,12.99,11.31,4.86,,0.56
2022,10673213.0,5262083.0,5411131.0,CZE,203,Lung,Male,Mortality,25.47311949,58.76583784,3.135460257,3102,Europe,2017,10.65,28282.2236715857,15.97,11.86,10.27,87.29,1.59
2022,10673213.0,5262083.0,5411131.0,CZE,203,Lung,Male,Mortality,25.47311949,58.76583784,3.135460257,3102,Europe,2017,10.65,28282.2236715857,,,,,
2022,10673213.0,5262083.0,5411131.0,CZE,203,Lung,Female,Mortality,12.08068543,34.13643041,1.536883035,1871,Europe,2017,10.65,28282.2236715857,15.97,11.86,10.27,87.29,1.59
2022,10673213.0,5262083.0,5411131.0,CZE,203,Lung,Female,Mortality,12.08068543,34.13643041,1.536883035,1871,Europe,2017,10.65,28282.2236715857,,,,,
2022,10673213.0,5262083.0,5411131.0,CZE,203,Breast,Female,Mortality,11.50132993,30.90706206,1.183571651,1694,Europe,2017,10.65,28282.2236715857,15.97,11.86,10.27,87.29,1.59
2022,10673213.0,5262083.0,5411131.0,CZE,203,Breast,Female,Mortality,11.50132993,30.90706206,1.183571651,1694,Europe,2017,10.65,28282.2236715857,,,,,
2022,10673213.0,5262083.0,5411131.0,CZE,203,Prostate,Male,Mortality,10.94267616,28.18941544,0.9360137473,1488,Europe,2017,10.65,28282.2236715857,15.97,11.86,10.27,87.29,1.59
2022,10673213.0,5262083.0,5411131.0,CZE,203,Prostate,Male,Mortality,10.94267616,28.18941544,0.9360137473,1488,Europe,2017,10.65,28282.2236715857,,,,,
2022,10673213.0,5262083.0,5411131.0,CZE,203,Cervix,Female,Mortality,2.4534362,4.999135186,0.2724154579,274,Europe,2017,10.65,28282.2236715857,15.97,11.86,10.27,87.29,1.59
2022,10673213.0,5262083.0,5411131.0,CZE,203,Cervix,Female,Mortality,2.4534362,4.999135186,0.2724154579,274,Europe,2017,10.65,28282.2236715857,,,,,
2015,9839211.0,4690164.0,5149047.0,HUN,348,Lung,Male,Mortality,62.91742148,114.196421,7.903734609,5356,Europe,2010,1.8,12782.9412577973,6.61,10.22,1.4,101.8,0.6
2015,9839211.0,4690164.0,5149047.0,HUN,348,Lung,Female,Mortality,29.35121508,65.97337973,3.696529058,3397,Europe,2010,1.8,12782.9412577973,6.61,10.22,1.4,101.8,0.6
2015,9839211.0,4690164.0,5149047.0,HUN,348,Breast,Female,Mortality,17.89510815,43.11477863,2.037883796,2220,Europe,2010,1.8,12782.9412577973,6.61,10.22,1.4,101.8,0.6
2015,9839211.0,4690164.0,5149047.0,HUN,348,Prostate,Male,Mortality,12.58960582,26.82208694,1.163616643,1258,Europe,2010,1.8,12782.9412577973,6.61,10.22,1.4,101.8,0.6
2015,9839211.0,4690164.0,5149047.0,HUN,348,Cervix,Female,Mortality,5.025314222,9.244430012,0.5493388083,476,Europe,2010,1.8,12782.9412577973,6.61,10.22,1.4,101.8,0.6
2018,9774394.0,4673175.0,5101218.0,HUN,348,Lung,Male,Mortality,60.58876289,114.2906054,7.738514951,5341,Europe,2013,1.81,16605.0570511887,6.63,10.25,1.41,,0.6
2018,9774394.0,4673175.0,5101218.0,HUN,348,Lung,Female,Mortality,28.02828687,66.14106022,3.62252307,3374,Europe,2013,1.81,16605.0570511887,6.63,10.25,1.41,,0.6
2018,9774394.0,4673175.0,5101218.0,HUN,348,Breast,Female,Mortality,16.6565731,41.6959203,1.856543825,2127,Europe,2013,1.81,16605.0570511887,6.63,10.25,1.41,,0.6
2018,9774394.0,4673175.0,5101218.0,HUN,348,Prostate,Male,Mortality,12.43396225,28.11792839,1.158954592,1314,Europe,2013,1.81,16605.0570511887,6.63,10.25,1.41,,0.6
2018,9774394.0,4673175.0,5101218.0,HUN,348,Cervix,Female,Mortality,4.284997142,7.998089084,0.4694899778,408,Europe,2013,1.81,16605.0570511887,6.63,10.25,1.41,,0.6
2022,9684306.0,4645135.0,5039171.0,HUN,348,Lung,Male,Mortality,48.05737654,96.2081834,6.226005765,4469,Europe,2017,6.11,18428.028825614,9.52,11.8,4.97,111.1,0.93
2022,9684306.0,4645135.0,5039171.0,HUN,348,Lung,Male,Mortality,48.05737654,96.2081834,6.226005765,4469,Europe,2017,6.11,18428.028825614,,,,,
2022,9684306.0,4645135.0,5039171.0,HUN,348,Lung,Female,Mortality,25.46071852,65.30836772,3.415833792,3291,Europe,2017,6.11,18428.028825614,9.52,11.8,4.97,111.1,0.93
2022,9684306.0,4645135.0,5039171.0,HUN,348,Lung,Female,Mortality,25.46071852,65.30836772,3.415833792,3291,Europe,2017,6.11,18428.028825614,,,,,
2022,9684306.0,4645135.0,5039171.0,HUN,348,Breast,Female,Mortality,16.13275461,41.75290358,1.796487517,2104,Europe,2017,6.11,18428.028825614,9.52,11.8,4.97,111.1,0.93
2022,9684306.0,4645135.0,5039171.0,HUN,348,Breast,Female,Mortality,16.13275461,41.75290358,1.796487517,2104,Europe,2017,6.11,18428.028825614,,,,,
2022,9684306.0,4645135.0,5039171.0,HUN,348,Prostate,Male,Mortality,12.26074502,29.68697358,1.104005481,1379,Europe,2017,6.11,18428.028825614,9.52,11.8,4.97,111.1,0.93
2022,9684306.0,4645135.0,5039171.0,HUN,348,Prostate,Male,Mortality,12.26074502,29.68697358,1.104005481,1379,Europe,2017,6.11,18428.028825614,,,,,
2022,9684306.0,4645135.0,5039171.0,HUN,348,Cervix,Female,Mortality,4.136511474,7.898125297,0.4655592714,398,Europe,2017,6.11,18428.028825614,9.52,11.8,4.97,111.1,0.93
2022,9684306.0,4645135.0,5039171.0,HUN,348,Cervix,Female,Mortality,4.136511474,7.898125297,0.4655592714,398,Europe,2017,6.11,18428.028825614,,,,,
2015,38266314.0,18553765.0,19712550.0,POL,616,Lung,Male,Incidence,49.38428636,92.46319003,6.211282596,567,Europe,2010,2.72,12637.5220324406,10.58,2.8,3.27,104.8,0.34
2015,38266314.0,18553765.0,19712550.0,POL,616,Lung,Male,Mortality,50.1917304,88.44820531,6.274682861,16261,Europe,2010,2.72,12637.5220324406,10.58,2.8,3.27,104.8,0.34
2015,38266314.0,18553765.0,19712550.0,POL,616,Lung,Female,Incidence,14.49594021,30.59186722,1.975248485,197,Europe,2010,2.72,12637.5220324406,10.58,2.8,3.27,104.8,0.34
2015,38266314.0,18553765.0,19712550.0,POL,616,Lung,Female,Mortality,17.95563692,38.18987543,2.37655343,7484,Europe,2010,2.72,12637.5220324406,10.58,2.8,3.27,104.8,0.34
2015,38266314.0,18553765.0,19712550.0,POL,616,Breast,Female,Incidence,49.43584035,88.82511701,5.561605517,572,Europe,2010,2.72,12637.5220324406,10.58,2.8,3.27,104.8,0.34
