Cancer label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total,Country_harmonized,Region Name,RTCenters,Linac,Protontherapy,XRay,Brachytherapy,Last Update,Population,Population_male,Population_female,GDP_per_capita,RTCenters_m,Linac_m,Protontherapy_m,XRay_m,Brachytherapy_m
Lung,Male,Mortality,2020,4.790699758,4.657533183,0.459460669,408,Ecuador,South America,12,35,0,0,5,2025,17546065.0,8760001.0,8786064.0,5463.64515348598,0.6839140285870365,1.9947492500455233,0.0,0.0,0.2849641785779318
Lung,Male,Mortality,2021,4.08784117,4.058235452,0.3917842709,358,Ecuador,South America,12,35,0,0,5,2025,17682454.0,8821568.0,8860886.0,6061.32350181711,0.67863883598962,1.9793632716363914,0.0,0.0,0.28276618166234163
Lung,Male,Mortality,2022,4.398404886,4.443783439,0.4318622264,395,Ecuador,South America,12,35,0,0,5,2025,17823897.0,8888825.0,8935073.0,6515.58528418336,0.6732534417136723,1.9636558716648778,0.0,0.0,0.28052226738069685
Lung,Female,Mortality,2007,3.830712272,3.515151769,0.3829106745,252,Ecuador,South America,12,35,0,0,5,2025,14328773.0,7159809.0,7168964.0,3478.92488770671,0.8374757559492358,2.4426376215186045,0.0,0.0,0.3489482316455149
Lung,Female,Mortality,2008,3.538026971,3.304494194,0.3635655137,241,Ecuador,South America,12,35,0,0,5,2025,14575202.0,7282106.0,7293096.0,4194.75750661981,0.8233162051544809,2.401338931700569,0.0,0.0,0.34304841881436704
Lung,Female,Mortality,2009,3.982795293,3.74693927,0.4155463452,278,Ecuador,South America,12,35,0,0,5,2025,14825954.0,7406566.0,7419388.0,4053.36331139298,0.809391422636277,2.360724982689141,0.0,0.0,0.33724642609844874
Lung,Female,Mortality,2010,3.86326957,3.697527904,0.4071543817,279,Ecuador,South America,12,35,0,0,5,2025,15076695.0,7531114.0,7545581.0,4520.30959039763,0.7959304078247919,2.321463689488976,0.0,0.0,0.3316376699269966
Lung,Female,Mortality,2011,4.021046702,3.976029625,0.4231142918,305,Ecuador,South America,12,35,0,0,5,2025,15326227.0,7655261.0,7670966.0,5153.6916424375,0.7829715689321318,2.283667076052051,0.0,0.0,0.3262381537217216
Lung,Female,Mortality,2012,4.082765183,4.118416932,0.4297922841,321,Ecuador,South America,12,35,0,0,5,2025,15572194.0,7777938.0,7794257.0,5634.08393191094,0.7706043220370874,2.247595939274838,0.0,0.0,0.32108513418211976
Lung,Female,Mortality,2013,3.237479422,3.40002222,0.3164441114,269,Ecuador,South America,12,35,0,0,5,2025,15807128.0,7895413.0,7911715.0,6109.29031510341,0.759151187995694,2.214190964987441,0.0,0.0,0.3163129949982059
Lung,Female,Mortality,2014,4.011401984,4.149296937,0.4269458453,333,Ecuador,South America,12,35,0,0,5,2025,16035124.0,8009667.0,8025457.0,6405.79979300441,0.7483571689249175,2.1827084093643427,0.0,0.0,0.311815487052049
Lung,Female,Mortality,2015,3.527577554,3.734354712,0.3841865453,304,Ecuador,South America,12,35,0,0,5,2025,16266225.0,8125597.0,8140628.0,5976.1596805651,0.7377249484745231,2.151697766384026,0.0,0.0,0.30738539519771796
Lung,Female,Mortality,2016,3.852640291,4.213227573,0.3780394113,348,Ecuador,South America,12,35,0,0,5,2025,16505139.0,8245438.0,8259700.999999999,5917.63771271481,0.7270462854023828,2.1205516657569503,0.0,0.0,0.3029359522509929
Lung,Female,Mortality,2017,4.158922472,4.626427873,0.4399457765,388,Ecuador,South America,12,35,0,0,5,2025,16759519.0,8372918.0,8386602.000000001,6233.32244797718,0.7160110024637343,2.088365423852558,0.0,0.0,0.2983379176932226
Lung,Female,Mortality,2018,3.492779014,3.94987804,0.3558322593,337,Ecuador,South America,12,35,0,0,5,2025,17049547.0,8517638.0,8531909.0,6303.91886658338,0.7038310167419697,2.052840465497412,0.0,0.0,0.2932629236424874
Lung,Female,Mortality,2019,3.81049453,4.494039693,0.378559499,390,Ecuador,South America,12,35,0,0,5,2025,17340021.0,8661859.0,8678163.0,6205.05765246766,0.692040684379794,2.0184519961077325,0.0,0.0,0.2883502851582475
Lung,Female,Mortality,2020,3.276634417,3.892528428,0.3387422694,342,Ecuador,South America,12,35,0,0,5,2025,17546065.0,8760001.0,8786064.0,5463.64515348598,0.6839140285870365,1.9947492500455233,0.0,0.0,0.2849641785779318
Lung,Female,Mortality,2021,2.812706428,3.453379267,0.2739539804,306,Ecuador,South America,12,35,0,0,5,2025,17682454.0,8821568.0,8860886.0,6061.32350181711,0.67863883598962,1.9793632716363914,0.0,0.0,0.28276618166234163
Lung,Female,Mortality,2022,3.502978772,4.27528636,0.3577962408,382,Ecuador,South America,12,35,0,0,5,2025,17823897.0,8888825.0,8935073.0,6515.58528418336,0.6732534417136723,1.9636558716648778,0.0,0.0,0.28052226738069685
Lung,Male,Mortality,2007,56.15507878,90.99071558,6.914389309,567,Estonia,Northern Europe,2,10,0,0,3,2025,1340705.0,623140.0,717564.0,16745.4308011148,1.4917524735120702,7.45876236756035,0.0,0.0,2.237628710268105
Lung,Male,Mortality,2008,54.0477044,89.91981212,6.425264825,559,Estonia,Northern Europe,2,10,0,0,3,2025,1337074.0,621665.0,715409.0,18205.9064113446,1.4958035232156186,7.479017616078093,0.0,0.0,2.243705284823428
Lung,Male,Mortality,2009,46.32849433,76.64297336,5.753722883,476,Estonia,Northern Europe,2,10,0,0,3,2025,1334528.0,621062.0,713467.0,14712.4494217916,1.4986572031459813,7.493286015729906,0.0,0.0,2.247985804718972
Lung,Male,Mortality,2010,48.13890318,81.580863,5.981874667,506,Estonia,Northern Europe,2,10,0,0,3,2025,1331448.0,620244.0,711205.0,14663.7041018705,1.5021240033407237,7.510620016703618,0.0,0.0,2.2531860050110857
Lung,Male,Mortality,2011,46.33423831,79.65810032,5.544586829,493,Estonia,Northern Europe,2,10,0,0,3,2025,1327358.0,618895.0,708462.0,17555.5455239426,1.5067525113797482,7.533762556898742,0.0,0.0,2.2601287670696224
Lung,Male,Mortality,2012,47.96593935,84.0976797,5.653131215,519,Estonia,Northern Europe,2,10,0,0,3,2025,1322616.0,617139.0,705476.0,17568.2137969714,1.512154699474375,7.5607734973718745,0.0,0.0,2.2682320492115626
Lung,Male,Mortality,2013,43.78653612,78.63250918,5.456735334,484,Estonia,Northern Europe,2,10,0,0,3,2025,1317919.0,615521.0,702398.0,19310.3874900757,1.5175439461757514,7.5877197308787565,0.0,0.0,2.2763159192636273
Lung,Male,Mortality,2014,47.6157744,86.72046155,6.128661477,533,Estonia,Northern Europe,2,10,0,0,3,2025,1314452.0,614619.0,699833.0,20581.7898991695,1.5215466217100357,7.607733108550179,0.0,0.0,2.2823199325650534
Lung,Male,Mortality,2015,44.15963382,82.20497795,5.631138838,506,Estonia,Northern Europe,2,10,0,0,3,2025,1314576.0,615534.0,699042.0,17722.1557669523,1.5214030987938316,7.6070154939691585,0.0,0.0,2.2821046481907477
Lung,Male,Mortality,2016,40.1590661,76.47972882,4.782257047,472,Estonia,Northern Europe,2,10,0,0,3,2025,1315849.0,617157.0,698692.0,18666.3736521706,1.5199312383107788,7.599656191553894,0.0,0.0,2.279896857466168
Lung,Male,Mortality,2017,40.24845738,76.53055046,5.023621532,474,Estonia,Northern Europe,2,10,0,0,3,2025,1317425.0,619361.0,698064.0,20851.5223496861,1.5181129855589501,7.590564927794751,0.0,0.0,2.277169478338425
Lung,Male,Mortality,2018,41.98112658,81.00575462,5.276786684,505,Estonia,Northern Europe,2,10,0,0,3,2025,1321965.0,623413.0,698552.0,23618.1361254581,1.5128993581524472,7.564496790762236,0.0,0.0,2.269349037228671
Lung,Male,Mortality,2019,38.04458905,74.42397121,4.610543309,467,Estonia,Northern Europe,2,10,0,0,3,2025,1326822.0,627486.0,699336.0,24021.2501413306,1.5073611984124473,7.536805992062236,0.0,0.0,2.2610417976186707
Lung,Male,Mortality,2020,37.97543287,74.12686647,4.708890328,467,Estonia,Northern Europe,2,10,0,0,3,2025,1329669.0,630001.0,699668.0,23933.9939421065,1.5041337355386941,7.520668677693472,0.0,0.0,2.256200603308041
Lung,Male,Mortality,2021,34.51853851,69.03562301,4.087415838,436,Estonia,Northern Europe,2,10,0,0,3,2025,1331749.0,631558.0,700192.0,27951.1659277744,1.5017844954266906,7.508922477133454,0.0,0.0,2.2526767431400363
Lung,Male,Mortality,2022,28.2523207,57.74667781,3.493314331,370,Estonia,Northern Europe,2,10,0,0,3,2025,1350091.0,640730.0,709362.0,28340.3826549406,1.4813816253867333,7.406908126933666,0.0,0.0,2.2220724380800996
Lung,Female,Mortality,2007,7.417594286,18.81365286,0.8598986461,135,Estonia,Northern Europe,2,10,0,0,3,2025,1340705.0,623140.0,717564.0,16745.4308011148,1.4917524735120702,7.45876236756035,0.0,0.0,2.237628710268105
Lung,Female,Mortality,2008,8.007163697,20.26812634,0.8877080338,145,Estonia,Northern Europe,2,10,0,0,3,2025,1337074.0,621665.0,715409.0,18205.9064113446,1.4958035232156186,7.479017616078093,0.0,0.0,2.243705284823428
Lung,Female,Mortality,2009,7.641843354,18.64136673,0.9299633717,133,Estonia,Northern Europe,2,10,0,0,3,2025,1334528.0,621062.0,713467.0,14712.4494217916,1.4986572031459813,7.493286015729906,0.0,0.0,2.247985804718972
Lung,Female,Mortality,2010,7.436136815,18.9818688,0.9052991933,135,Estonia,Northern Europe,2,10,0,0,3,2025,1331448.0,620244.0,711205.0,14663.7041018705,1.5021240033407237,7.510620016703618,0.0,0.0,2.2531860050110857
Lung,Female,Mortality,2011,8.76043457,22.16066482,1.07279264,157,Estonia,Northern Europe,2,10,0,0,3,2025,1327358.0,618895.0,708462.0,17555.5455239426,1.5067525113797482,7.533762556898742,0.0,0.0,2.2601287670696224
Lung,Female,Mortality,2012,8.923683224,23.95544005,1.038828782,169,Estonia,Northern Europe,2,10,0,0,3,2025,1322616.0,617139.0,705476.0,17568.2137969714,1.512154699474375,7.5607734973718745,0.0,0.0,2.2682320492115626
Lung,Female,Mortality,2013,9.566903646,24.7722801,1.212297389,174,Estonia,Northern Europe,2,10,0,0,3,2025,1317919.0,615521.0,702398.0,19310.3874900757,1.5175439461757514,7.5877197308787565,0.0,0.0,2.2763159192636273
Lung,Female,Mortality,2014,9.180183674,26.00618576,1.136985916,182,Estonia,Northern Europe,2,10,0,0,3,2025,1314452.0,614619.0,699833.0,20581.7898991695,1.5215466217100357,7.607733108550179,0.0,0.0,2.2823199325650534
Lung,Female,Mortality,2015,9.019817627,23.74680187,1.149523692,166,Estonia,Northern Europe,2,10,0,0,3,2025,1314576.0,615534.0,699042.0,17722.1557669523,1.5214030987938316,7.6070154939691585,0.0,0.0,2.2821046481907477
Lung,Female,Mortality,2016,9.600870698,27.76616878,1.165319444,194,Estonia,Northern Europe,2,10,0,0,3,2025,1315849.0,617157.0,698692.0,18666.3736521706,1.5199312383107788,7.599656191553894,0.0,0.0,2.279896857466168
Lung,Female,Mortality,2017,8.046254717,23.63680121,1.00439277,165,Estonia,Northern Europe,2,10,0,0,3,2025,1317425.0,619361.0,698064.0,20851.5223496861,1.5181129855589501,7.590564927794751,0.0,0.0,2.277169478338425
Lung,Female,Mortality,2018,8.012228457,23.76344209,0.9828408718,166,Estonia,Northern Europe,2,10,0,0,3,2025,1321965.0,623413.0,698552.0,23618.1361254581,1.5128993581524472,7.564496790762236,0.0,0.0,2.269349037228671
Lung,Female,Mortality,2019,8.304736163,25.45273334,1.08945884,178,Estonia,Northern Europe,2,10,0,0,3,2025,1326822.0,627486.0,699336.0,24021.2501413306,1.5073611984124473,7.536805992062236,0.0,0.0,2.2610417976186707
Lung,Female,Mortality,2020,6.283593863,19.72362626,0.7510916764,138,Estonia,Northern Europe,2,10,0,0,3,2025,1329669.0,630001.0,699668.0,23933.9939421065,1.5041337355386941,7.520668677693472,0.0,0.0,2.256200603308041
Lung,Female,Mortality,2021,7.667307556,23.85061801,1.022353583,167,Estonia,Northern Europe,2,10,0,0,3,2025,1331749.0,631558.0,700192.0,27951.1659277744,1.5017844954266906,7.508922477133454,0.0,0.0,2.2526767431400363
Lung,Female,Mortality,2022,7.866762247,25.09297087,0.9484885687,178,Estonia,Northern Europe,2,10,0,0,3,2025,1350091.0,640730.0,709362.0,28340.3826549406,1.4813816253867333,7.406908126933666,0.0,0.0,2.2220724380800996
Lung,Male,Mortality,2007,28.84749405,56.36325733,3.367462794,1460,Finland,Northern Europe,13,50,0,0,7,2020,5288710.0,2590340.0,2698370.0,48473.0240091455,2.4580663337562467,9.454101283677872,0.0,0.0,1.323574179714902
Lung,Male,Mortality,2008,26.69436589,53.21986929,3.070062894,1386,Finland,Northern Europe,13,50,0,0,7,2020,5313377.0,2604291.0,2709086.0,53769.4726240385,2.4466549239777264,9.41021124606818,0.0,0.0,1.317429574449545
Lung,Male,Mortality,2009,26.75904278,54.6890515,3.114148003,1432,Finland,Northern Europe,13,50,0,0,7,2020,5338856.0,2618440.0,2720416.0,47478.3495310999,2.434978579680741,9.36530222954131,0.0,0.0,1.3111423121357835
Lung,Male,Mortality,2010,28.11736581,58.78002383,3.254162656,1547,Finland,Northern Europe,13,50,0,0,7,2020,5363350.0,2631847.0,2731504.0,46506.2919016566,2.423858222939021,9.322531626688543,0.0,0.0,1.305154427736396
Lung,Male,Mortality,2011,25.81405161,54.24126021,3.068672645,1435,Finland,Northern Europe,13,50,0,0,7,2020,5388241.0,2645588.0,2742653.0,51060.3242589767,2.412661200566196,9.27946615602383,0.0,0.0,1.2991252618433362
Lung,Male,Mortality,2012,25.05119474,53.99089938,3.151314736,1436,Finland,Northern Europe,13,50,0,0,7,2020,5413971.0,2659707.0,2754264.0,47551.6740841369,2.401194982389082,9.235365316881085,0.0,0.0,1.2929511443633517
