Cancer label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total,Country_harmonized,Country,Region Name,RTCenters,Linac,Protontherapy,XRay,Brachytherapy,Last Update,Population,Population_male,Population_female,GDP_per_capita
Prostate,Male,Mortality,2022,3.841489327,9.330446677,0.2257157744,2383,South Korea,"Korea, Republic of",Eastern Asia,65,190,2,0,37,2023,51782512.0,25840655.0,25941857.0,34822.4048404971
Prostate,Male,Mortality,2022,3.709735188,1.034938082,0.2024420092,29,Kuwait,Kuwait,Western Asia,2,5,0,0,1,2021,4589511.0,2802100.0,1787410.0,39981.7691035833
Prostate,Male,Mortality,2022,20.18847236,48.58221477,1.741098467,423,Latvia,Latvia,Northern Europe,6,15,0,2,1,2023,1881063.0,870579.0,1010484.0,20221.103686109
Prostate,Male,Mortality,2022,15.79265387,37.84416907,1.49230801,500,Lithuania,Lithuania,Northern Europe,5,16,0,4,8,2024,2816919.0,1326195.0,1490725.0,25085.784063499
Prostate,Male,Mortality,2022,6.276086346,14.296404,0.4468816116,47,Luxembourg,Luxembourg,Western Europe,1,4,0,0,2,2017,653313.0,328888.0,324425.0,123719.658915996
Prostate,Male,Mortality,2022,10.09990353,15.80597153,0.9013773589,101,Mauritius,Mauritius,Eastern Africa,1,5,0,0,1,2024,1276130.0,638999.0,637130.0,10246.5017455553
Prostate,Male,Mortality,2022,10.24966928,11.45961975,0.8122336275,7151,Mexico,Mexico,Central America,114,207,0,2,66,2025,128613117.0,62401721.0,66211395.99999999,11405.7940473759
Prostate,Male,Mortality,2022,10.12247756,14.69332556,0.8956419923,196,Armenia,Armenia,Western Asia,2,5,0,0,3,2025,2880874.0,1333939.0,1546936.0,6571.97445545099
Prostate,Male,Mortality,2022,11.75343348,6.588069188,0.6743739906,218,Nicaragua,Nicaragua,Central America,1,5,0,1,1,2021,6730654.0,3309012.0,3421642.0,2322.89053964583
Prostate,Male,Incidence,2022,94.86154195,201.0975499,11.90468889,5533,Norway,Norway,Northern Europe,10,44,0,7,12,2021,5456801.0,2751263.0,2705539.0,109269.520580298
Prostate,Male,Mortality,2022,12.57264031,15.35526077,0.9701944665,338,Panama,Panama,Central America,3,7,0,0,1,2025,4400773.0,2201198.0,2199575.0,17378.6070017557
Prostate,Male,Mortality,2022,13.3281999,31.59365649,1.146804352,5625,Poland,Poland,Eastern Europe,47,173,2,0,24,2023,38385739.0,18604014.0,19781726.0,18891.2121169279
Prostate,Male,Mortality,2022,9.392105749,36.23192787,0.662206448,1798,Portugal,Portugal,Southern Europe,24,57,0,0,17,2025,10417073.0,4962474.0,5454599.0,24620.5197587181
Prostate,Male,Mortality,2022,10.49777994,29.46783254,1.004531277,955,Serbia,Serbia,Southern Europe,9,39,0,1,5,2025,6791213.0,3230996.0,3560218.0,10024.8191112596
Prostate,Male,Mortality,2022,5.26663049,12.15950864,0.3973341459,242,Singapore,Singapore,South-Eastern Asia,11,28,3,0,6,2024,5649885.0,2919697.0,2730188.0,90299.0694637269
Prostate,Male,Mortality,2022,13.30368095,27.36684636,1.207087621,727,Slovakia,Slovakia,Eastern Europe,13,24,0,7,6,2024,5473197.0,2672668.0,2800528.0,21317.7943982363
Prostate,Male,Mortality,2022,7.448921464,25.38572506,0.558357679,5962,Spain,Spain,Southern Europe,126,262,3,21,135,2024,47828382.0,23485640.0,24342743.0,30319.4987196616
Prostate,Male,Incidence,2022,103.8963177,227.3691548,13.09685163,12004,Sweden,Sweden,Northern Europe,18,80,1,27,23,2024,10487338.0,5279778.0,5207560.0,54836.8907235124
Prostate,Male,Mortality,2022,11.69640427,40.70449268,0.7460586398,2149,Sweden,Sweden,Northern Europe,18,80,1,27,23,2024,10487338.0,5279778.0,5207560.0,54836.8907235124
Prostate,Male,Mortality,2022,9.363378939,30.857523,0.6345926096,1347,Switzerland,Switzerland,Western Europe,38,85,1,10,25,2024,8792182.0,4365224.0,4426958.0,94394.5106803525
Prostate,Male,Mortality,2022,8.136206372,19.43406945,0.6786995086,33363,United States of America,United States of America,Northern America,2237,3892,44,6,638,2024,341534046.0,171672742.0,169861303.0,76657.2488844403
Prostate,Male,Mortality,2022,14.84885797,30.46681732,1.287271575,501,Uruguay,Uruguay,South America,12,23,0,0,5,2025,3390913.0,1644412.0,1746501.0,20818.6146091144
Cervix,Female,Mortality,2022,1.233960422,2.118849709,0.1332619922,414,Canada,Canada,Northern America,52,296,0,14,52,2025,38821259.0,19282356.0,19538904.0,56256.8007264015
Cervix,Female,Mortality,2022,4.225911744,5.681541799,0.433069749,146,Costa Rica,Costa Rica,Central America,5,12,0,1,1,2025,5081765.0,2512039.0,2569725.0,13625.9008491328
Cervix,Female,Mortality,2022,1.476384119,2.545203881,0.1481752203,12,Cyprus,Cyprus,Western Asia,2,10,0,1,3,2025,1331370.0,670824.0,660545.0,33231.04296875
Cervix,Female,Mortality,2022,2.4534362,4.999135186,0.2724154579,274,Czechia,Czech Republic,Eastern Europe,36,67,1,30,16,2021,10673213.0,5262083.0,5411131.0,28282.2236715857
Cervix,Female,Incidence,2022,8.86693538,11.16846349,0.825882249,332,Denmark,Denmark,Northern Europe,8,55,1,8,8,2020,5902904.0,2935843.0,2967061.0,67781.0940939514
Cervix,Female,Mortality,2022,1.361568968,2.831084363,0.1502852512,84,Denmark,Denmark,Northern Europe,8,55,1,8,8,2020,5902904.0,2935843.0,2967061.0,67781.0940939514
Cervix,Female,Mortality,2022,4.513752895,5.114675044,0.4721540004,457,Ecuador,Ecuador,South America,12,35,0,0,5,2025,17823897.0,8888825.0,8935073.0,6515.58528418336
Cervix,Female,Mortality,2022,3.474960995,7.753446054,0.4119212053,55,Estonia,Estonia,Northern Europe,2,10,0,0,3,2025,1350091.0,640730.0,709362.0,28340.3826549406
Cervix,Female,Incidence,2022,5.282980539,6.802438835,0.4895776963,191,Finland,Finland,Northern Europe,13,50,0,0,7,2020,5569299.0,2753008.0,2816291.0,50440.560224974
Cervix,Female,Mortality,2022,0.9827043753,1.952923535,0.1018377693,55,Finland,Finland,Northern Europe,13,50,0,0,7,2020,5569299.0,2753008.0,2816291.0,50440.560224974
Cervix,Female,Mortality,2022,1.316348226,2.318472224,0.1395422799,792,France,France,Western Europe,168,570,4,2,90,2023,66277409.0,32116982.0,34160427.0,40988.6396406579
Cervix,Female,Mortality,2022,3.434045875,6.222704367,0.4028940202,120,Georgia,Georgia,Western Asia,9,18,0,1,3,2025,3794784.0,1768050.0,2026734.0,6729.84659930283
Cervix,Female,Mortality,2022,4.783415826,5.856444985,0.472111571,1340,Argentina,Argentina,South America,89,131,0,8,47,2025,45407904.0,22527129.0,22880775.0,13962.1894087223
Cervix,Female,Mortality,2022,5.411622085,4.157213822,0.5758976464,374,Guatemala,Guatemala,Central America,5,9,0,1,3,2025,17847877.0,8851469.0,8996407.0,5358.70156997677
Cervix,Female,Mortality,2022,4.136511474,7.898125297,0.4655592714,398,Hungary,Hungary,Eastern Europe,14,53,0,4,14,2025,9684306.0,4645135.0,5039171.0,18428.028825614
Cervix,Female,Incidence,2022,6.242416053,8.085861063,0.5600645538,15,Iceland,Iceland,Northern Europe,1,2,0,0,1,2018,380356.0,194847.0,185508.0,76350.4550416502
Cervix,Female,Mortality,2022,1.261053262,2.053700841,0.1316883065,269,Australia,Australia,Australia and New Zealand,103,224,0,6,10,2025,26200984.0,13000471.0,13200513.0,65169.5191118657
Cervix,Female,Mortality,2022,2.262298465,3.604730104,0.2505650367,93,Ireland,Ireland,Northern Europe,12,42,0,4,14,2017,5110016.0,2530072.0,2579943.0,105190.685952731
Cervix,Female,Mortality,2022,1.111534751,1.518010466,0.1077557118,73,Israel,Israel,Western Asia,12,37,0,2,14,2025,9103151.0,4528556.0,4574595.0,54949.621556429
Cervix,Female,Mortality,2022,1.298201276,2.801923857,0.145830907,129,Austria,Austria,Western Europe,17,58,1,8,20,2021,9064677.0,4460698.0,4603980.0,52336.7725223758
Cervix,Female,Mortality,2022,1.408851975,3.052205447,0.1410283898,785,South Korea,"Korea, Republic of",Eastern Asia,65,190,2,0,37,2023,51782512.0,25840655.0,25941857.0,34822.4048404971
Cervix,Female,Mortality,2022,0.6687009627,0.5035215739,0.03409786557,9,Kuwait,Kuwait,Western Asia,2,5,0,0,1,2021,4589511.0,2802100.0,1787410.0,39981.7691035833
Cervix,Female,Mortality,2022,5.520149046,11.10346646,0.6213729886,112,Latvia,Latvia,Northern Europe,6,15,0,2,1,2023,1881063.0,870579.0,1010484.0,20221.103686109
Cervix,Female,Mortality,2022,5.578316478,11.25506561,0.6322670323,170,Lithuania,Lithuania,Northern Europe,5,16,0,4,8,2024,2816919.0,1326195.0,1490725.0,25085.784063499
Cervix,Female,Mortality,2022,0.493080014,1.233239504,0.02186365814,4,Luxembourg,Luxembourg,Western Europe,1,4,0,0,2,2017,653313.0,328888.0,324425.0,123719.658915996
Cervix,Female,Mortality,2022,3.799935587,5.964241235,0.3636388218,38,Mauritius,Mauritius,Eastern Africa,1,5,0,0,1,2024,1276130.0,638999.0,637130.0,10246.5017455553
Cervix,Female,Mortality,2022,5.359302547,6.227024725,0.5670496258,4123,Mexico,Mexico,Central America,114,207,0,2,66,2025,128613117.0,62401721.0,66211395.99999999,11405.7940473759
Cervix,Female,Mortality,2022,3.07413161,4.912939163,0.3462559123,76,Armenia,Armenia,Western Asia,2,5,0,0,3,2025,2880874.0,1333939.0,1546936.0,6571.97445545099
Cervix,Female,Mortality,2022,8.941688563,8.066305027,0.9466350907,276,Nicaragua,Nicaragua,Central America,1,5,0,1,1,2021,6730654.0,3309012.0,3421642.0,2322.89053964583
Cervix,Female,Incidence,2022,8.627225796,11.45718377,0.8465149838,310,Norway,Norway,Northern Europe,10,44,0,7,12,2021,5456801.0,2751263.0,2705539.0,109269.520580298
Cervix,Female,Mortality,2022,7.674045741,9.138133111,0.7917392645,201,Panama,Panama,Central America,3,7,0,0,1,2025,4400773.0,2201198.0,2199575.0,17378.6070017557
Cervix,Female,Mortality,2022,3.445867656,7.229598418,0.3975980831,1374,Poland,Poland,Eastern Europe,47,173,2,0,24,2023,38385739.0,18604014.0,19781726.0,18891.2121169279
Cervix,Female,Mortality,2022,1.393177927,3.24496755,0.1470514751,177,Portugal,Portugal,Southern Europe,24,57,0,0,17,2025,10417073.0,4962474.0,5454599.0,24620.5197587181
Cervix,Female,Mortality,2022,5.865268936,11.80035091,0.6637275336,404,Serbia,Serbia,Southern Europe,9,39,0,1,5,2025,6791213.0,3230996.0,3560218.0,10024.8191112596
Cervix,Female,Mortality,2022,1.608494473,3.072451773,0.1787807703,64,Singapore,Singapore,South-Eastern Asia,11,28,3,0,6,2024,5649885.0,2919697.0,2730188.0,90299.0694637269
Cervix,Female,Mortality,2022,4.064925342,7.855134033,0.4437650654,218,Slovakia,Slovakia,Eastern Europe,13,24,0,7,6,2024,5473197.0,2672668.0,2800528.0,21317.7943982363
Cervix,Female,Mortality,2022,1.298616746,2.690740372,0.1403218931,655,Spain,Spain,Southern Europe,126,262,3,21,135,2024,47828382.0,23485640.0,24342743.0,30319.4987196616
Cervix,Female,Incidence,2022,7.477893404,10.06254332,0.7225285112,524,Sweden,Sweden,Northern Europe,18,80,1,27,23,2024,10487338.0,5279778.0,5207560.0,54836.8907235124
Cervix,Female,Mortality,2022,1.333983896,2.89970543,0.1499217607,151,Sweden,Sweden,Northern Europe,18,80,1,27,23,2024,10487338.0,5279778.0,5207560.0,54836.8907235124
Cervix,Female,Mortality,2022,0.8062978234,1.739343359,0.09208508974,77,Switzerland,Switzerland,Western Europe,38,85,1,10,25,2024,8792182.0,4365224.0,4426958.0,94394.5106803525
Cervix,Female,Mortality,2022,1.509663419,2.384886922,0.1606750688,4051,United States of America,United States of America,Northern America,2237,3892,44,6,638,2024,341534046.0,171672742.0,169861303.0,76657.2488844403
Cervix,Female,Mortality,2022,3.656837237,5.439440986,0.3799266175,95,Uruguay,Uruguay,South America,12,23,0,0,5,2025,3390913.0,1644412.0,1746501.0,20818.6146091144
Lip_oc_Pharynx,Male,Mortality,2022,2.75307091,6.02623471,0.3284785764,1162,Canada,Canada,Northern America,52,296,0,14,52,2025,38821259.0,19282356.0,19538904.0,56256.8007264015
Lip_oc_Pharynx,Female,Mortality,2022,0.9161924544,2.456637344,0.1072955558,480,Canada,Canada,Northern America,52,296,0,14,52,2025,38821259.0,19282356.0,19538904.0,56256.8007264015
Lip_oc_Pharynx,Male,Mortality,2022,2.363302891,3.184663298,0.237930478,80,Costa Rica,Costa Rica,Central America,5,12,0,1,1,2025,5081765.0,2512039.0,2569725.0,13625.9008491328
Lip_oc_Pharynx,Female,Mortality,2022,0.5744611142,1.050696086,0.05260345499,27,Costa Rica,Costa Rica,Central America,5,12,0,1,1,2025,5081765.0,2512039.0,2569725.0,13625.9008491328
Lip_oc_Pharynx,Male,Mortality,2022,1.970710859,4.006891854,0.1851406355,18,Cyprus,Cyprus,Western Asia,2,10,0,1,3,2025,1331370.0,670824.0,660545.0,33231.04296875
Lip_oc_Pharynx,Female,Mortality,2022,0.7297711675,1.696802588,0.05508128723,8,Cyprus,Cyprus,Western Asia,2,10,0,1,3,2025,1331370.0,670824.0,660545.0,33231.04296875
Lip_oc_Pharynx,Male,Mortality,2022,6.260235087,11.89714576,0.7813595902,628,Czechia,Czech Republic,Eastern Europe,36,67,1,30,16,2021,10673213.0,5262083.0,5411131.0,28282.2236715857
Lip_oc_Pharynx,Female,Mortality,2022,1.921041034,4.506519675,0.2224285463,247,Czechia,Czech Republic,Eastern Europe,36,67,1,30,16,2021,10673213.0,5262083.0,5411131.0,28282.2236715857
Lip_oc_Pharynx,Male,Incidence,2022,13.56482527,25.80055761,1.776357656,758,Denmark,Denmark,Northern Europe,8,55,1,8,8,2020,5902904.0,2935843.0,2967061.0,67781.0940939514
Lip_oc_Pharynx,Male,Mortality,2022,3.876009121,8.787937364,0.5230335214,258,Denmark,Denmark,Northern Europe,8,55,1,8,8,2020,5902904.0,2935843.0,2967061.0,67781.0940939514
Lip_oc_Pharynx,Female,Incidence,2022,5.873590971,11.70670269,0.7190570821,348,Denmark,Denmark,Northern Europe,8,55,1,8,8,2020,5902904.0,2935843.0,2967061.0,67781.0940939514
Lip_oc_Pharynx,Female,Mortality,2022,1.130276354,3.201821601,0.1321016609,95,Denmark,Denmark,Northern Europe,8,55,1,8,8,2020,5902904.0,2935843.0,2967061.0,67781.0940939514
Lip_oc_Pharynx,Male,Mortality,2022,0.9465496332,0.9450071112,0.08949176495,84,Ecuador,Ecuador,South America,12,35,0,0,5,2025,17823897.0,8888825.0,8935073.0,6515.58528418336
Lip_oc_Pharynx,Female,Mortality,2022,0.6010275536,0.7274701922,0.05746094738,65,Ecuador,Ecuador,South America,12,35,0,0,5,2025,17823897.0,8888825.0,8935073.0,6515.58528418336
Lip_oc_Pharynx,Male,Mortality,2022,7.1350673,12.95398448,0.9296873374,83,Estonia,Estonia,Northern Europe,2,10,0,0,3,2025,1350091.0,640730.0,709362.0,28340.3826549406
Lip_oc_Pharynx,Female,Mortality,2022,1.153339915,2.678463182,0.1418148939,19,Estonia,Estonia,Northern Europe,2,10,0,0,3,2025,1350091.0,640730.0,709362.0,28340.3826549406
Lip_oc_Pharynx,Male,Incidence,2022,8.415691069,16.62852779,1.011329046,457,Finland,Finland,Northern Europe,13,50,0,0,7,2020,5569299.0,2753008.0,2816291.0,50440.560224974
Lip_oc_Pharynx,Male,Mortality,2022,2.322906867,5.339613009,0.2838036943,147,Finland,Finland,Northern Europe,13,50,0,0,7,2020,5569299.0,2753008.0,2816291.0,50440.560224974
Lip_oc_Pharynx,Female,Incidence,2022,4.613423575,10.64884404,0.5360365095,299,Finland,Finland,Northern Europe,13,50,0,0,7,2020,5569299.0,2753008.0,2816291.0,50440.560224974
Lip_oc_Pharynx,Female,Mortality,2022,0.8171789213,2.73409295,0.08039752555,77,Finland,Finland,Northern Europe,13,50,0,0,7,2020,5569299.0,2753008.0,2816291.0,50440.560224974
Lip_oc_Pharynx,Male,Mortality,2022,3.932841374,8.061155933,0.4969250533,2589,France,France,Western Europe,168,570,4,2,90,2023,66277409.0,32116982.0,34160427.0,40988.6396406579
Lip_oc_Pharynx,Female,Mortality,2022,1.06834521,2.842470366,0.1237115222,971,France,France,Western Europe,168,570,4,2,90,2023,66277409.0,32116982.0,34160427.0,40988.6396406579
Lip_oc_Pharynx,Male,Mortality,2022,3.256851192,5.214097574,0.4025811155,93,Georgia,Georgia,Western Asia,9,18,0,1,3,2025,3794784.0,1768050.0,2026734.0,6729.84659930283
Lip_oc_Pharynx,Female,Mortality,2022,0.4942751495,1.192685004,0.05142775916,23,Georgia,Georgia,Western Asia,9,18,0,1,3,2025,3794784.0,1768050.0,2026734.0,6729.84659930283
Lip_oc_Pharynx,Male,Mortality,2022,2.099523758,2.667894342,0.2583635191,601,Argentina,Argentina,South America,89,131,0,8,47,2025,45407904.0,22527129.0,22880775.0,13962.1894087223
Lip_oc_Pharynx,Female,Mortality,2022,0.7273124119,1.289291993,0.07846304813,295,Argentina,Argentina,South America,89,131,0,8,47,2025,45407904.0,22527129.0,22880775.0,13962.1894087223
Lip_oc_Pharynx,Male,Mortality,2022,1.205478234,0.7230436613,0.1186208012,64,Guatemala,Guatemala,Central America,5,9,0,1,3,2025,17847877.0,8851469.0,8996407.0,5358.70156997677
Lip_oc_Pharynx,Female,Mortality,2022,0.5793477287,0.4446217991,0.0620579491,40,Guatemala,Guatemala,Central America,5,9,0,1,3,2025,17847877.0,8851469.0,8996407.0,5358.70156997677
Lip_oc_Pharynx,Male,Mortality,2022,9.818643212,17.45912659,1.314137051,811,Hungary,Hungary,Eastern Europe,14,53,0,4,14,2025,9684306.0,4645135.0,5039171.0,18428.028825614
Lip_oc_Pharynx,Female,Mortality,2022,1.940064887,4.603932334,0.2435557225,232,Hungary,Hungary,Eastern Europe,14,53,0,4,14,2025,9684306.0,4645135.0,5039171.0,18428.028825614
Lip_oc_Pharynx,Male,Incidence,2022,10.55311022,15.77576029,1.257832833,31,Iceland,Iceland,Northern Europe,1,2,0,0,1,2018,380356.0,194847.0,185508.0,76350.4550416502
Lip_oc_Pharynx,Female,Incidence,2022,4.240761034,8.085861063,0.4703541085,15,Iceland,Iceland,Northern Europe,1,2,0,0,1,2018,380356.0,194847.0,185508.0,76350.4550416502
Lip_oc_Pharynx,Male,Mortality,2022,2.981213651,5.733218617,0.3539234059,740,Australia,Australia,Australia and New Zealand,103,224,0,6,10,2025,26200984.0,13000471.0,13200513.0,65169.5191118657
Lip_oc_Pharynx,Female,Mortality,2022,0.9147727028,2.206392354,0.1035055213,289,Australia,Australia,Australia and New Zealand,103,224,0,6,10,2025,26200984.0,13000471.0,13200513.0,65169.5191118657
Lip_oc_Pharynx,Male,Mortality,2022,3.455025312,6.047258734,0.4397265622,153,Ireland,Ireland,Northern Europe,12,42,0,4,14,2017,5110016.0,2530072.0,2579943.0,105190.685952731
Lip_oc_Pharynx,Female,Mortality,2022,0.9526343435,2.093069092,0.09541799516,54,Ireland,Ireland,Northern Europe,12,42,0,4,14,2017,5110016.0,2530072.0,2579943.0,105190.685952731
Lip_oc_Pharynx,Male,Mortality,2022,1.583066577,2.190127495,0.1841968476,104,Israel,Israel,Western Asia,12,37,0,2,14,2025,9103151.0,4528556.0,4574595.0,54949.621556429
Lip_oc_Pharynx,Female,Mortality,2022,0.645374945,1.06052786,0.05732812344,51,Israel,Israel,Western Asia,12,37,0,2,14,2025,9103151.0,4528556.0,4574595.0,54949.621556429
Lip_oc_Pharynx,Male,Mortality,2022,4.430706279,9.482821913,0.5521900227,423,Austria,Austria,Western Europe,17,58,1,8,20,2021,9064677.0,4460698.0,4603980.0,52336.7725223758
Lip_oc_Pharynx,Female,Mortality,2022,1.286176002,3.540415417,0.1613425337,163,Austria,Austria,Western Europe,17,58,1,8,20,2021,9064677.0,4460698.0,4603980.0,52336.7725223758
Lip_oc_Pharynx,Male,Mortality,2022,1.774280443,3.76663437,0.199309989,962,South Korea,"Korea, Republic of",Eastern Asia,65,190,2,0,37,2023,51782512.0,25840655.0,25941857.0,34822.4048404971
Lip_oc_Pharynx,Female,Mortality,2022,0.5010334945,1.290869055,0.04955043473,332,South Korea,"Korea, Republic of",Eastern Asia,65,190,2,0,37,2023,51782512.0,25840655.0,25941857.0,34822.4048404971
Lip_oc_Pharynx,Male,Mortality,2022,0.7118104987,0.4282502409,0.1179180998,12,Kuwait,Kuwait,Western Asia,2,5,0,0,1,2021,4589511.0,2802100.0,1787410.0,39981.7691035833
Lip_oc_Pharynx,Female,Mortality,2022,0.6574405019,0.4475747324,0.05600191189,8,Kuwait,Kuwait,Western Asia,2,5,0,0,1,2021,4589511.0,2802100.0,1787410.0,39981.7691035833
Lip_oc_Pharynx,Male,Mortality,2022,8.886962089,15.39011059,1.102673957,134,Latvia,Latvia,Northern Europe,6,15,0,2,1,2023,1881063.0,870579.0,1010484.0,20221.103686109
Lip_oc_Pharynx,Female,Mortality,2022,2.134870581,4.659490391,0.2662075578,47,Latvia,Latvia,Northern Europe,6,15,0,2,1,2023,1881063.0,870579.0,1010484.0,20221.103686109
Lip_oc_Pharynx,Male,Mortality,2022,11.74315741,20.36016296,1.472286573,269,Lithuania,Lithuania,Northern Europe,5,16,0,4,8,2024,2816919.0,1326195.0,1490725.0,25085.784063499
Lip_oc_Pharynx,Female,Mortality,2022,1.847385343,3.83996356,0.2101381075,58,Lithuania,Lithuania,Northern Europe,5,16,0,4,8,2024,2816919.0,1326195.0,1490725.0,25085.784063499
Lip_oc_Pharynx,Male,Mortality,2022,2.553326432,4.258503319,0.3317759683,14,Luxembourg,Luxembourg,Western Europe,1,4,0,0,2,2017,653313.0,328888.0,324425.0,123719.658915996
Lip_oc_Pharynx,Female,Mortality,2022,0.3889824184,1.233239504,0.03289906537,4,Luxembourg,Luxembourg,Western Europe,1,4,0,0,2,2017,653313.0,328888.0,324425.0,123719.658915996
Lip_oc_Pharynx,Male,Mortality,2022,3.85063745,5.946801169,0.4759533217,38,Mauritius,Mauritius,Eastern Africa,1,5,0,0,1,2024,1276130.0,638999.0,637130.0,10246.5017455553
Lip_oc_Pharynx,Female,Mortality,2022,2.290258753,3.766889201,0.29912165,24,Mauritius,Mauritius,Eastern Africa,1,5,0,0,1,2024,1276130.0,638999.0,637130.0,10246.5017455553
Lip_oc_Pharynx,Male,Mortality,2022,1.338618254,1.392589786,0.1519171784,869,Mexico,Mexico,Central America,114,207,0,2,66,2025,128613117.0,62401721.0,66211395.99999999,11405.7940473759
Lip_oc_Pharynx,Female,Mortality,2022,0.5873444353,0.7053166497,0.06222951734,467,Mexico,Mexico,Central America,114,207,0,2,66,2025,128613117.0,62401721.0,66211395.99999999,11405.7940473759
Lip_oc_Pharynx,Male,Mortality,2022,2.142516942,2.923671922,0.2833241015,39,Armenia,Armenia,Western Asia,2,5,0,0,3,2025,2880874.0,1333939.0,1546936.0,6571.97445545099
Lip_oc_Pharynx,Female,Mortality,2022,0.4789800696,0.9050151089,0.03974615367,14,Armenia,Armenia,Western Asia,2,5,0,0,3,2025,2880874.0,1333939.0,1546936.0,6571.97445545099
Lip_oc_Pharynx,Male,Mortality,2022,1.685535445,1.118158532,0.1783436464,37,Nicaragua,Nicaragua,Central America,1,5,0,1,1,2021,6730654.0,3309012.0,3421642.0,2322.89053964583
Lip_oc_Pharynx,Female,Mortality,2022,0.5340551316,0.4676118856,0.05281182781,16,Nicaragua,Nicaragua,Central America,1,5,0,1,1,2021,6730654.0,3309012.0,3421642.0,2322.89053964583
Lip_oc_Pharynx,Male,Incidence,2022,9.201332588,17.44565768,1.138793205,480,Norway,Norway,Northern Europe,10,44,0,7,12,2021,5456801.0,2751263.0,2705539.0,109269.520580298
Lip_oc_Pharynx,Female,Incidence,2022,4.082912112,8.463532523,0.4789053205,229,Norway,Norway,Northern Europe,10,44,0,7,12,2021,5456801.0,2751263.0,2705539.0,109269.520580298
Lip_oc_Pharynx,Male,Mortality,2022,1.958610345,2.226058514,0.2103818415,49,Panama,Panama,Central America,3,7,0,0,1,2025,4400773.0,2201198.0,2199575.0,17378.6070017557
Lip_oc_Pharynx,Female,Mortality,2022,0.7303332107,1.000193674,0.08597334715,22,Panama,Panama,Central America,3,7,0,0,1,2025,4400773.0,2201198.0,2199575.0,17378.6070017557
Lip_oc_Pharynx,Male,Mortality,2022,6.933210186,12.33978014,0.8551909635,2197,Poland,Poland,Eastern Europe,47,173,2,0,24,2023,38385739.0,18604014.0,19781726.0,18891.2121169279
Lip_oc_Pharynx,Female,Mortality,2022,1.725347887,4.130447422,0.2088414451,785,Poland,Poland,Eastern Europe,47,173,2,0,24,2023,38385739.0,18604014.0,19781726.0,18891.2121169279
Lip_oc_Pharynx,Male,Mortality,2022,7.171098679,14.81116072,0.8875181375,735,Portugal,Portugal,Southern Europe,24,57,0,0,17,2025,10417073.0,4962474.0,5454599.0,24620.5197587181
Lip_oc_Pharynx,Female,Mortality,2022,0.9976630538,2.9699703,0.1155946572,162,Portugal,Portugal,Southern Europe,24,57,0,0,17,2025,10417073.0,4962474.0,5454599.0,24620.5197587181
Lip_oc_Pharynx,Male,Mortality,2022,5.634988352,11.97227123,0.6465817327,388,Serbia,Serbia,Southern Europe,9,39,0,1,5,2025,6791213.0,3230996.0,3560218.0,10024.8191112596
Lip_oc_Pharynx,Female,Mortality,2022,1.832117075,4.994702986,0.2014030205,171,Serbia,Serbia,Southern Europe,9,39,0,1,5,2025,6791213.0,3230996.0,3560218.0,10024.8191112596
Lip_oc_Pharynx,Male,Mortality,2022,3.94047172,7.386147807,0.4544184621,147,Singapore,Singapore,South-Eastern Asia,11,28,3,0,6,2024,5649885.0,2919697.0,2730188.0,90299.0694637269
Lip_oc_Pharynx,Female,Mortality,2022,1.336843295,2.78440942,0.1671461299,58,Singapore,Singapore,South-Eastern Asia,11,28,3,0,6,2024,5649885.0,2919697.0,2730188.0,90299.0694637269
Lip_oc_Pharynx,Male,Mortality,2022,10.22483699,17.57952854,1.341850501,467,Slovakia,Slovakia,Eastern Europe,13,24,0,7,6,2024,5473197.0,2672668.0,2800528.0,21317.7943982363
Lip_oc_Pharynx,Female,Mortality,2022,1.677170816,3.927567016,0.2024548798,109,Slovakia,Slovakia,Eastern Europe,13,24,0,7,6,2024,5473197.0,2672668.0,2800528.0,21317.7943982363
Lip_oc_Pharynx,Male,Mortality,2022,3.319989701,7.157565219,0.4178740478,1681,Spain,Spain,Southern Europe,126,262,3,21,135,2024,47828382.0,23485640.0,24342743.0,30319.4987196616
Lip_oc_Pharynx,Female,Mortality,2022,1.050411202,3.175484439,0.1162500285,773,Spain,Spain,Southern Europe,126,262,3,21,135,2024,47828382.0,23485640.0,24342743.0,30319.4987196616
Lip_oc_Pharynx,Male,Incidence,2022,7.86981012,15.26653938,0.9288775484,806,Sweden,Sweden,Northern Europe,18,80,1,27,23,2024,10487338.0,5279778.0,5207560.0,54836.8907235124
Lip_oc_Pharynx,Male,Mortality,2022,1.835799787,4.375401493,0.2213688609,231,Sweden,Sweden,Northern Europe,18,80,1,27,23,2024,10487338.0,5279778.0,5207560.0,54836.8907235124
Lip_oc_Pharynx,Female,Incidence,2022,4.961921577,10.83067639,0.5925822609,564,Sweden,Sweden,Northern Europe,18,80,1,27,23,2024,10487338.0,5279778.0,5207560.0,54836.8907235124
Lip_oc_Pharynx,Female,Mortality,2022,0.6581225018,2.112368194,0.07784181901,110,Sweden,Sweden,Northern Europe,18,80,1,27,23,2024,10487338.0,5279778.0,5207560.0,54836.8907235124
Lip_oc_Pharynx,Male,Mortality,2022,2.7766803,6.276882927,0.3620901003,274,Switzerland,Switzerland,Western Europe,38,85,1,10,25,2024,8792182.0,4365224.0,4426958.0,94394.5106803525
