Cancer label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total,Country_harmonized,Indicator,Region Name,Year_Units,RT_m,Population,Population_male,Population_female,GDP_per_capita
Breast,Female,Mortality,2018,13.80681561,30.10259693,1.418942574,91,Luxembourg,Total density per million population: Radiotherapy units,Europe,2013,3.77,608101.0,305733.0,302368.0,116926.759593905
Breast,Female,Incidence,2015,83.09730908,160.1710898,8.893737946,355,Malta,Total density per million population: Radiotherapy units,Europe,2010,4.8,444981.0,223435.0,221546.0,25529.6813337717
Breast,Female,Mortality,2015,14.9544809,36.56133842,1.571409103,81,Malta,Total density per million population: Radiotherapy units,Europe,2010,4.8,444981.0,223435.0,221546.0,25529.6813337717
Breast,Female,Mortality,2018,16.35686538,39.01677721,1.784868933,93,Malta,Total density per million population: Radiotherapy units,Europe,2013,4.66,484558.0,246198.0,238359.0,33382.2677499267
Breast,Female,Mortality,2015,19.73739649,27.48726773,2.340956537,177,Mauritius,Total density per million population: Radiotherapy units,Africa,2010,2.31,1292275.0,648341.0,643934.0,9630.5437837507
Breast,Female,Mortality,2018,18.15545305,26.94670471,2.128045368,173,Mauritius,Total density per million population: Radiotherapy units,Africa,2013,2.41,1288833.0,646826.0,642008.0,11818.7480619272
Breast,Female,Mortality,2022,18.96845769,31.39074334,1.976761027,200,Mauritius,Total density per million population: Radiotherapy units,Africa,2017,3.14,1276130.0,638999.0,637130.0,10246.5017455553
Breast,Female,Mortality,2015,9.838636968,9.947377197,1.092473132,6168,Mexico,Total density per million population: Radiotherapy units,Americas,2010,0.58,121072306.0,59066012.0,62006295.0,10021.2386118827
Breast,Female,Mortality,2018,10.32618884,11.1132533,1.136711368,7105,Mexico,Total density per million population: Radiotherapy units,Americas,2013,0.54,124573711.0,60641037.0,63932674.0,10084.7937562021
Breast,Female,Mortality,2022,9.927216949,11.51463413,1.081347717,7624,Mexico,Total density per million population: Radiotherapy units,Americas,2017,1.86,128613117.0,62401721.0,66211395.99999999,11405.7940473759
Breast,Female,Mortality,2015,17.56955295,29.74811747,2.104254969,524,Moldova,Total density per million population: Radiotherapy units,Europe,2010,0.56,3287164.0,1525707.0,1761457.0,2749.55137054338
Breast,Female,Mortality,2018,16.65602303,29.78096542,2.005873183,505,Moldova,Total density per million population: Radiotherapy units,Europe,2013,0.57,3153773.0,1458062.0,1695711.0,4156.44981956646
Breast,Female,Mortality,2015,22.60827059,36.01009424,2.580582768,568,Armenia,Total density per million population: Radiotherapy units,Europe,2010,1.29,2921177.0,1343842.0,1577335.0,3512.39350276709
Breast,Female,Mortality,2018,15.0636186,25.69902299,1.741778872,403,Armenia,Total density per million population: Radiotherapy units,Europe,2013,1.34,2909965.0,1341812.0,1568153.0,4196.00562301769
Breast,Female,Mortality,2022,14.96633531,27.86153657,1.618366611,431,Armenia,Total density per million population: Radiotherapy units,Europe,2017,1.69,2880874.0,1333939.0,1546936.0,6571.97445545099
Breast,Female,Incidence,2015,91.04676446,141.3312617,9.639493505,3302,New Zealand,Total density per million population: Radiotherapy units,Western Pacific,2010,7.1,4614029.0,2271832.0,2342197.0,38665.3723018158
Breast,Female,Mortality,2015,15.77017851,28.56292618,1.701895986,669,New Zealand,Total density per million population: Radiotherapy units,Western Pacific,2010,7.1,4614029.0,2271832.0,2342197.0,38665.3723018158
Breast,Female,Mortality,2018,14.24519467,27.72066713,1.468351834,685,New Zealand,Total density per million population: Radiotherapy units,Western Pacific,2013,6.21,4900847.0,2429767.0,2471081.0,43257.0769238879
Breast,Female,Mortality,2015,8.028184078,6.297911683,0.8920376059,197,Nicaragua,Total density per million population: Radiotherapy units,Americas,2010,0.35,6149417.0,3021397.0,3128020.0,2074.45620634731
Breast,Female,Mortality,2018,8.021804774,6.638620544,0.9131304059,216,Nicaragua,Total density per million population: Radiotherapy units,Americas,2013,0.33,6400080.0,3146392.0,3253689.0,2035.16549390507
Breast,Female,Mortality,2022,8.117853431,7.247984227,0.8697680485,248,Nicaragua,Total density per million population: Radiotherapy units,Americas,2017,0.91,6730654.0,3309012.0,3421642.0,2322.89053964583
Breast,Female,Mortality,2015,15.2539793,37.85436498,1.66327288,2167,Belgium,Total density per million population: Radiotherapy units,Europe,2010,8.96,11275335.0,5547255.0,5728079.0,40893.804537772
Breast,Female,Mortality,2018,15.00599669,38.32661381,1.669709102,2222,Belgium,Total density per million population: Radiotherapy units,Europe,2013,8.28,11428605.0,5630355.0,5798251.0,47487.2100392561
Breast,Female,Incidence,2015,81.3103375,132.6259947,8.93547002,3419,Norway,Total density per million population: Radiotherapy units,Europe,2010,7.78,5189771.0,2611894.0,2577878.0,74809.9658049898
Breast,Female,Incidence,2018,81.55133143,135.2082874,8.872320545,3563,Norway,Total density per million population: Radiotherapy units,Europe,2013,8.13,5311752.0,2676697.0,2635056.0,82792.8427113304
Breast,Female,Incidence,2022,91.49552428,156.0764098,9.687267476,4223,Norway,Total density per million population: Radiotherapy units,Europe,2017,10.15,5456801.0,2751263.0,2705539.0,109269.520580298
Breast,Female,Mortality,2015,10.32448145,22.69260787,1.089681761,585,Norway,Total density per million population: Radiotherapy units,Europe,2010,7.78,5189771.0,2611894.0,2577878.0,74809.9658049898
Breast,Female,Mortality,2015,9.686189413,10.67454526,1.093702699,211,Panama,Total density per million population: Radiotherapy units,Americas,2010,1.71,3960035.0,1983369.0,1976666.0,14082.6548434996
Breast,Female,Mortality,2018,9.755449364,11.43738082,1.03041607,238,Panama,Total density per million population: Radiotherapy units,Americas,2013,1.55,4167859.9999999995,2086965.0000000002,2080896.0000000002,16151.3273433486
Breast,Female,Mortality,2022,10.93979866,13.45715125,1.229062055,296,Panama,Total density per million population: Radiotherapy units,Americas,2017,2.32,4400773.0,2201198.0,2199575.0,17378.6070017557
Breast,Female,Mortality,2015,12.42256173,11.21091806,1.232124517,343,Paraguay,Total density per million population: Radiotherapy units,Americas,2010,0.62,6159103.0,3099586.0,3059517.0,5879.33792308762
Breast,Female,Mortality,2018,13.45523336,12.60778207,1.445888695,403,Paraguay,Total density per million population: Radiotherapy units,Americas,2013,0.59,6427382.0,3230943.0,3196439.0,6258.44991640984
Breast,Female,Incidence,2015,53.76568022,46.53349168,5.753047802,1572,Philippines,Total density per million population: Radiotherapy units,Western Pacific,2010,0.19,105312992.0,52836545.0,52476447.0,2909.85818010301
Breast,Female,Mortality,2015,18.36212133,14.71489337,2.013077305,7719,Philippines,Total density per million population: Radiotherapy units,Western Pacific,2010,0.19,105312992.0,52836545.0,52476447.0,2909.85818010301
Breast,Female,Mortality,2018,19.36776273,16.35650788,2.123021198,8956,Philippines,Total density per million population: Radiotherapy units,Western Pacific,2013,0.18,109465287.0,54710323.0,54754964.0,3168.51036609727
Breast,Female,Incidence,2015,49.43584035,88.82511701,5.561605517,572,Poland,Total density per million population: Radiotherapy units,Europe,2010,2.72,38266314.0,18553765.0,19712550.0,12637.5220324406
Breast,Female,Mortality,2015,14.74549966,32.24503245,1.647618152,6319,Poland,Total density per million population: Radiotherapy units,Europe,2010,2.72,38266314.0,18553765.0,19712550.0,12637.5220324406
Breast,Female,Mortality,2018,14.94268299,35.21432475,1.619087207,6895,Poland,Total density per million population: Radiotherapy units,Europe,2013,2.72,38241071.0,18551882.0,19689189.0,15658.2120316794
Breast,Female,Mortality,2022,13.91561697,34.78520753,1.512069692,6611,Poland,Total density per million population: Radiotherapy units,Europe,2017,4.62,38385739.0,18604014.0,19781726.0,18891.2121169279
Breast,Female,Mortality,2015,12.42014588,31.02550113,1.323406277,1690,Portugal,Total density per million population: Radiotherapy units,Europe,2010,4.03,10370267.0,4923135.0,5447132.0,19215.7813014347
Breast,Female,Mortality,2018,12.02844769,32.47585771,1.260549468,1763,Portugal,Total density per million population: Radiotherapy units,Europe,2013,4.05,10325353.0,4896701.0,5428652.0,23541.1401075289
Breast,Female,Mortality,2022,12.51590946,34.6863198,1.26141728,1892,Portugal,Total density per million population: Radiotherapy units,Europe,2017,7.16,10417073.0,4962474.0,5454599.0,24620.5197587181
Breast,Female,Incidence,2015,51.90822431,35.97680554,5.425302143,51,Qatar,Total density per million population: Radiotherapy units,Eastern Mediterranean,2010,1.14,2427331.0,1827199.0,600131.0,68985.2433380102
Breast,Female,Mortality,2015,15.67130851,33.85882065,1.78943142,3433,Romania,Total density per million population: Radiotherapy units,Europe,2010,1.16,19871019.0,9604635.0,10266385.0,8977.01748158196
Breast,Female,Mortality,2018,15.40236921,35.13182625,1.780291918,3496,Romania,Total density per million population: Radiotherapy units,Europe,2013,1.15,19597872.0,9485968.0,10111904.0,12416.134317959
Breast,Female,Mortality,2015,20.17333362,46.51037569,2.300076123,1693,Serbia,Total density per million population: Radiotherapy units,Europe,2010,1.42,7177253.0,3417618.0,3759635.0,5820.3215576888
Breast,Female,Mortality,2018,19.9363713,47.2227916,2.273332455,1691,Serbia,Total density per million population: Radiotherapy units,Europe,2013,1.47,7020019.0,3343694.0,3676325.0,7559.86165747394
Breast,Female,Mortality,2022,19.13279054,48.07766734,2.135104736,1646,Serbia,Total density per million population: Radiotherapy units,Europe,2017,4.12,6791213.0,3230996.0,3560218.0,10024.8191112596
Breast,Female,Mortality,2015,12.68213366,21.34877965,1.465752723,424,Singapore,Total density per million population: Radiotherapy units,Western Pacific,2010,3.74,5525340.0,2887448.0,2637892.0,55645.6068614606
Breast,Female,Mortality,2018,12.64598482,22.95867683,1.483636916,468,Singapore,Total density per million population: Radiotherapy units,Western Pacific,2013,3.51,5634369.0,2904611.0,2729758.0,66881.6067035265
Breast,Female,Mortality,2022,10.94087237,23.0433883,1.23659893,480,Singapore,Total density per million population: Radiotherapy units,Western Pacific,2017,5.13,5649885.0,2919697.0,2730188.0,90299.0694637269
Breast,Female,Mortality,2015,15.98363919,34.02957263,1.804091618,946,Slovakia,Total density per million population: Radiotherapy units,Europe,2010,4.76,5420278.0,2642755.0,2777523.0,16442.0760860018
Breast,Female,Mortality,2018,16.77865365,37.66173023,1.84067881,1050,Slovakia,Total density per million population: Radiotherapy units,Europe,2013,4.77,5443232.0,2657468.0,2785764.0,19573.3717031314
Breast,Female,Mortality,2022,15.66297991,36.284954,1.703907696,1007,Slovakia,Total density per million population: Radiotherapy units,Europe,2017,6.78,5473197.0,2672668.0,2800528.0,21317.7943982363
Breast,Female,Incidence,2015,70.5052597,129.8385523,7.583430902,1351,Slovenia,Total density per million population: Radiotherapy units,Europe,2010,3.45,2059947.0,1021365.0,1038582.0000000001,20697.2748530619
Breast,Female,Mortality,2015,15.53794851,41.13316092,1.623824777,428,Slovenia,Total density per million population: Radiotherapy units,Europe,2010,3.45,2059947.0,1021365.0,1038582.0000000001,20697.2748530619
Breast,Female,Mortality,2018,15.65642048,45.40216507,1.556174495,472,Slovenia,Total density per million population: Radiotherapy units,Europe,2013,5.79,2069481.0000000002,1031009.0,1038471.0,25888.0481065655
Breast,Female,Mortality,2015,11.87298565,11.28988842,1.331805763,3296,South Africa,Total density per million population: Radiotherapy units,Africa,2010,0.6,56723537.0,27529271.0,29194266.0,6112.27382485974
Breast,Female,Mortality,2018,12.38003925,12.56129777,1.371937766,3795,South Africa,Total density per million population: Radiotherapy units,Africa,2013,0.57,58613001.0,28401154.0,30211846.0,6914.1780318076
Breast,Female,Incidence,2015,71.17804577,122.6428303,7.501500433,5247,Spain,Total density per million population: Radiotherapy units,Europe,2010,4.23,46683686.0,22979318.0,23704368.0,25982.4416197775
Breast,Female,Mortality,2015,10.79978964,26.3031691,1.137722301,6235,Spain,Total density per million population: Radiotherapy units,Europe,2010,4.23,46683686.0,22979318.0,23704368.0,25982.4416197775
Breast,Female,Mortality,2018,10.78781446,27.27415371,1.12675023,6534,Spain,Total density per million population: Radiotherapy units,Europe,2013,4.16,47092821.0,23136074.0,23956747.0,30602.4212881113
Breast,Female,Mortality,2022,9.995780327,27.42911979,1.039813427,6677,Spain,Total density per million population: Radiotherapy units,Europe,2017,9.28,47828382.0,23485640.0,24342743.0,30319.4987196616
Breast,Female,Incidence,2015,85.1486865,150.8088672,9.653902297,7386,Sweden,Total density per million population: Radiotherapy units,Europe,2010,8.32,9799481.0,4901707.0,4897775.0,51188.1652120493
Breast,Female,Incidence,2022,84.73814013,150.8229298,9.475295231,7854,Sweden,Total density per million population: Radiotherapy units,Europe,2017,12.87,10487338.0,5279778.0,5207560.0,54836.8907235124
Breast,Female,Mortality,2015,11.7785189,29.32321082,1.34266611,1423,Sweden,Total density per million population: Radiotherapy units,Europe,2010,8.32,9799481.0,4901707.0,4897775.0,51188.1652120493
Breast,Female,Mortality,2022,10.01135518,26.38539908,1.05364016,1374,Sweden,Total density per million population: Radiotherapy units,Europe,2017,12.87,10487338.0,5279778.0,5207560.0,54836.8907235124
Breast,Female,Incidence,2015,89.06915202,159.0971957,9.847837937,1760,Switzerland,Total density per million population: Radiotherapy units,Europe,2010,9.79,8283933.999999999,4098434.0,4185501.0,83806.4476003837
Breast,Female,Mortality,2015,13.39742355,34.0222155,1.468217113,1424,Switzerland,Total density per million population: Radiotherapy units,Europe,2010,9.79,8283933.999999999,4098434.0,4185501.0,83806.4476003837
Breast,Female,Mortality,2022,10.95006444,30.63051423,1.112370264,1356,Switzerland,Total density per million population: Radiotherapy units,Europe,2017,12.82,8792182.0,4365224.0,4426958.0,94394.5106803525
Breast,Female,Mortality,2015,12.26998289,15.08795172,1.313658884,15403,Brazil,Total density per million population: Radiotherapy units,Americas,2010,1.76,201675532.0,99587454.0,102088079.0,8936.1955889444
Breast,Female,Mortality,2018,12.70746429,16.82291947,1.354554426,17572,Brazil,Total density per million population: Radiotherapy units,Americas,2013,1.74,206107261.0,101654523.0,104452738.0,9300.66072904004
Breast,Female,Incidence,2015,31.66804993,46.71835506,3.385069218,1316,Thailand,Total density per million population: Radiotherapy units,South-East Asia,2010,0.94,70540795.0,34684565.0,35856230.0,5688.85335397884
Breast,Female,Incidence,2015,46.81720712,61.10028297,4.920343628,1969,Turkiye,Total density per million population: Radiotherapy units,Europe,2010,2.09,80014226.0,40105684.0,39908542.0,11064.6494504662
Breast,Female,Incidence,2015,29.88610469,11.16821652,3.30202982,159,Uganda,Total density per million population: Radiotherapy units,Africa,2010,0.06,37531446.0,18550371.0,18981075.0,862.934610355811
Breast,Female,Mortality,2015,12.73914911,9.597524968,1.089228193,17,Belize,Total density per million population: Radiotherapy units,Americas,2010,0.0,356333.0,179203.0,177130.0,6154.62264230369
Breast,Female,Incidence,2015,89.60238805,142.6832129,9.976105187,21908,United States of America,Total density per million population: Radiotherapy units,Americas,2010,12.76,326126497.0,163455402.0,162671094.0,56572.9188996063
Breast,Female,Mortality,2015,13.30598679,25.52573969,1.4747286,41523,United States of America,Total density per million population: Radiotherapy units,Americas,2010,12.76,326126497.0,163455402.0,162671094.0,56572.9188996063
Breast,Female,Mortality,2018,12.72033592,25.47424546,1.388941641,42465,United States of America,Total density per million population: Radiotherapy units,Americas,2013,12.37,335056497.0,168358724.0,166697774.0,62499.8744390068
Breast,Female,Mortality,2022,11.7430766,24.85027446,1.269063155,42211,United States of America,Total density per million population: Radiotherapy units,Americas,2017,13.16,341534046.0,171672742.0,169861303.0,76657.2488844403
Breast,Female,Mortality,2015,20.16829217,37.9039245,2.251580244,658,Uruguay,Total density per million population: Radiotherapy units,Americas,2010,3.86,3368017.0,1632047.0,1735969.0,17125.9016800298
Breast,Female,Mortality,2018,20.59425632,38.20705938,2.29251055,668,Uruguay,Total density per million population: Radiotherapy units,Americas,2013,3.82,3394534.0,1646166.0,1748368.0,19249.9404677501
Breast,Female,Mortality,2022,18.7222964,37.61802871,2.131239371,657,Uruguay,Total density per million population: Radiotherapy units,Americas,2017,6.91,3390913.0,1644412.0,1746501.0,20818.6146091144
Breast,Female,Mortality,2015,9.442962358,8.286676185,1.089612025,1293,Uzbekistan,Total density per million population: Radiotherapy units,Europe,2010,0.66,30749346.0,15481660.0,15267686.0,2803.19018021751
Breast,Female,Mortality,2018,9.996565463,9.303819456,1.133483108,1526,Uzbekistan,Total density per million population: Radiotherapy units,Europe,2013,0.62,32373490.0,16311735.0,16061755.0,1813.08530813664
Breast,Female,Mortality,2015,14.59969495,15.06629201,1.571588512,2317,Venezuela,Total density per million population: Radiotherapy units,Americas,2010,2.31,30573972.0,15195272.0,15378701.0,4103.1384987005
Prostate,Male,Incidence,2015,66.24227812,96.26751852,8.796893998,4210,Belarus,Total density per million population: Radiotherapy units,Europe,2010,3.02,9487293.0,4414172.0,5073122.0,5967.05595058777
Prostate,Male,Incidence,2015,62.6277203,115.6041232,8.033722567,15202,Canada,Total density per million population: Radiotherapy units,Americas,2010,8.73,35962234.0,17837661.0,18124573.0,43594.1941045394
Prostate,Male,Mortality,2015,9.020610531,22.48613264,0.6660718679,4011,Canada,Total density per million population: Radiotherapy units,Americas,2010,8.73,35962234.0,17837661.0,18124573.0,43594.1941045394
Prostate,Male,Mortality,2018,8.69449611,23.37573101,0.6440517341,4328,Canada,Total density per million population: Radiotherapy units,Americas,2013,8.07,37295005.0,18514929.0,18780076.0,46539.1761570405
Prostate,Male,Mortality,2022,8.229694019,24.41610414,0.6054469393,4708,Canada,Total density per million population: Radiotherapy units,Americas,2017,9.3,38821259.0,19282356.0,19538904.0,56256.8007264015
Prostate,Male,Incidence,2015,53.1813926,74.78158619,7.192312267,145,Chile,Total density per million population: Radiotherapy units,Americas,2010,0.93,18047625.0,8976465.0,9071160.0,13433.9202987032
Prostate,Male,Mortality,2015,13.57702633,23.36108925,1.128426895,2097,Chile,Total density per million population: Radiotherapy units,Americas,2010,0.93,18047625.0,8976465.0,9071160.0,13433.9202987032
Prostate,Male,Mortality,2018,12.53624567,22.93131475,1.060955734,2155,Chile,Total density per million population: Radiotherapy units,Americas,2013,0.91,18893191.0,9397629.0,9495561.0,15659.4808675628
Prostate,Male,Incidence,2015,14.5591591,37.24390618,1.746874089,1664,China,Total density per million population: Radiotherapy units,Western Pacific,2010,1.15,1396134174.0,714291689.0,681842484.0,8175.33285077393
Prostate,Male,Incidence,2015,48.72746321,52.20201793,6.074874624,1076,Colombia,Total density per million population: Radiotherapy units,Americas,2010,1.38,46969940.0,23221563.0,23748377.0,6248.51490534512
Prostate,Male,Mortality,2015,13.62441047,12.43671668,0.8965391199,2888,Colombia,Total density per million population: Radiotherapy units,Americas,2010,1.38,46969940.0,23221563.0,23748377.0,6248.51490534512
Prostate,Male,Mortality,2018,13.25605079,13.13707921,0.8598752469,3183,Colombia,Total density per million population: Radiotherapy units,Americas,2013,1.45,49024465.0,24229130.0,24795336.0,6816.96818309544
Prostate,Male,Incidence,2015,41.11709627,40.62584296,5.526447182,991,Costa Rica,Total density per million population: Radiotherapy units,Americas,2010,1.72,4818038.0,2385764.0,2432275.0,11714.7105980732
Prostate,Male,Mortality,2015,12.79261937,16.26313757,0.8831561302,388,Costa Rica,Total density per million population: Radiotherapy units,Americas,2010,1.72,4818038.0,2385764.0,2432275.0,11714.7105980732
Prostate,Male,Mortality,2018,12.49636848,17.56263259,0.9335890757,431,Costa Rica,Total density per million population: Radiotherapy units,Americas,2013,2.26,4957818.0,2454074.0,2503744.0,12590.2493781614
Prostate,Male,Mortality,2022,11.31047284,17.91373105,0.8412244216,450,Costa Rica,Total density per million population: Radiotherapy units,Americas,2017,1.37,5081765.0,2512039.0,2569725.0,13625.9008491328
Prostate,Male,Incidence,2015,53.82935899,113.3274226,7.005207141,2311,Croatia,Total density per million population: Radiotherapy units,Europe,2010,2.95,4183729.0000000005,2014755.0,2168973.0,12283.7840620053
Prostate,Male,Mortality,2015,16.45049093,40.89826284,1.346239763,824,Croatia,Total density per million population: Radiotherapy units,Europe,2010,2.95,4183729.0000000005,2014755.0,2168973.0,12283.7840620053
Prostate,Male,Mortality,2018,14.96366027,39.82427795,1.296242584,772,Croatia,Total density per million population: Radiotherapy units,Europe,2013,3.03,4024868.0,1938516.0,2086351.9999999998,15460.3669595491
Prostate,Male,Mortality,2015,23.67732823,52.80980239,1.908885149,2954,Cuba,Total density per million population: Radiotherapy units,Americas,2010,1.15,11275065.0,5593658.0,5681406.0,7727.91997207998
Prostate,Male,Mortality,2018,24.88736892,57.38995449,2.157776035,3192,Cuba,Total density per million population: Radiotherapy units,Americas,2013,1.15,11227118.0,5561949.0,5665168.0,8911.46205998726
Prostate,Male,Incidence,2015,63.98704094,122.9412224,8.141521727,504,Cyprus,Total density per million population: Radiotherapy units,Europe,2010,2.72,1219502.0,616000.0,603502.0,23088.44140625
Prostate,Male,Mortality,2015,10.48715543,24.39309968,0.7339094435,100,Cyprus,Total density per million population: Radiotherapy units,Europe,2010,2.72,1219502.0,616000.0,603502.0,23088.44140625
Prostate,Male,Mortality,2018,9.142614172,21.73755525,0.7796519111,93,Cyprus,Total density per million population: Radiotherapy units,Europe,2013,2.63,1270737.0,641146.0,629591.0,29120.375
Prostate,Male,Mortality,2022,6.816029361,17.14059293,0.4237599098,77,Cyprus,Total density per million population: Radiotherapy units,Europe,2017,8.29,1331370.0,670824.0,660545.0,33231.04296875
Prostate,Male,Incidence,2015,70.96680533,138.1788727,9.248113698,7158,Czechia,Total density per million population: Radiotherapy units,Europe,2010,4.96,10524416.0,5176537.0,5347880.0,17931.5987670768
Prostate,Male,Mortality,2015,11.54581428,25.61656386,0.9226476852,1327,Czechia,Total density per million population: Radiotherapy units,Europe,2010,4.96,10524416.0,5176537.0,5347880.0,17931.5987670768
Prostate,Male,Mortality,2018,10.8648078,26.23139879,0.9530823784,1372,Czechia,Total density per million population: Radiotherapy units,Europe,2013,4.86,10548937.0,5196327.0,5352610.0,23705.9329811299
Prostate,Male,Mortality,2022,10.94267616,28.18941544,0.9360137473,1488,Czechia,Total density per million population: Radiotherapy units,Europe,2017,10.65,10673213.0,5262083.0,5411131.0,28282.2236715857
Prostate,Male,Incidence,2015,76.96064471,163.0094932,9.791872098,4601,Denmark,Total density per million population: Radiotherapy units,Europe,2010,9.73,5683701.0,2824525.0,2859176.0,53094.0133607574
Prostate,Male,Incidence,2018,72.63360162,161.8534019,9.468607614,4664,Denmark,Total density per million population: Radiotherapy units,Europe,2013,9.61,5793824.0,2882749.0,2911075.0,61324.7665045565
Prostate,Male,Incidence,2022,66.0036425,160.1132229,8.517265621,4704,Denmark,Total density per million population: Radiotherapy units,Europe,2017,12.26,5902904.0,2935843.0,2967061.0,67781.0940939514
Prostate,Male,Mortality,2015,15.33776575,41.42289411,1.101094608,1170,Denmark,Total density per million population: Radiotherapy units,Europe,2010,9.73,5683701.0,2824525.0,2859176.0,53094.0133607574
Prostate,Male,Mortality,2018,15.06531629,43.74296895,1.084959425,1261,Denmark,Total density per million population: Radiotherapy units,Europe,2013,9.61,5793824.0,2882749.0,2911075.0,61324.7665045565
Prostate,Male,Mortality,2022,13.93007718,45.50652836,0.9919404372,1336,Denmark,Total density per million population: Radiotherapy units,Europe,2017,12.26,5902904.0,2935843.0,2967061.0,67781.0940939514
Prostate,Male,Incidence,2015,58.68949455,50.86760002,7.450228518,455,Ecuador,Total density per million population: Radiotherapy units,Americas,2010,0.14,16266225.0,8125597.0,8140628.0,5976.1596805651
Prostate,Male,Mortality,2015,13.6631639,11.45762249,0.7798396253,931,Ecuador,Total density per million population: Radiotherapy units,Americas,2010,0.14,16266225.0,8125597.0,8140628.0,5976.1596805651
Prostate,Male,Mortality,2018,12.70299194,11.44683941,0.6698977854,975,Ecuador,Total density per million population: Radiotherapy units,Americas,2013,0.13,17049547.0,8517638.0,8531909.0,6303.91886658338
Prostate,Male,Mortality,2022,12.71293783,12.73509583,0.7444056604,1132,Ecuador,Total density per million population: Radiotherapy units,Americas,2017,1.59,17823897.0,8888825.0,8935073.0,6515.58528418336
Prostate,Male,Incidence,2015,104.137756,184.5507019,13.03193558,1136,Estonia,Total density per million population: Radiotherapy units,Europe,2010,2.24,1314576.0,615534.0,699042.0,17722.1557669523
Prostate,Male,Mortality,2015,21.63544653,47.43844577,1.911451103,292,Estonia,Total density per million population: Radiotherapy units,Europe,2010,2.24,1314576.0,615534.0,699042.0,17722.1557669523
Prostate,Male,Mortality,2018,20.51355701,46.35774868,1.840531529,289,Estonia,Total density per million population: Radiotherapy units,Europe,2013,2.33,1321965.0,623413.0,698552.0,23618.1361254581
Prostate,Male,Mortality,2022,14.86832065,36.67694401,1.322333918,235,Estonia,Total density per million population: Radiotherapy units,Europe,2017,6.78,1350091.0,640730.0,709362.0,28340.3826549406
Prostate,Male,Incidence,2015,80.86953657,184.9684232,9.734822917,4988,Finland,Total density per million population: Radiotherapy units,Europe,2010,7.46,5479717.0,2696843.0,2782875.0,42560.3456767103
Prostate,Male,Incidence,2018,76.8089959,184.8074598,9.338016368,5029,Finland,Total density per million population: Radiotherapy units,Europe,2013,7.37,5515736.0,2721322.0,2794415.0,49654.2497035329
Prostate,Male,Mortality,2015,11.85666862,33.29819965,0.8343151859,898,Finland,Total density per million population: Radiotherapy units,Europe,2010,7.46,5479717.0,2696843.0,2782875.0,42560.3456767103
Prostate,Male,Mortality,2018,10.93431621,32.88843306,0.8672808132,895,Finland,Total density per million population: Radiotherapy units,Europe,2013,7.37,5515736.0,2721322.0,2794415.0,49654.2497035329
Prostate,Male,Incidence,2015,86.93674548,172.9036939,11.54578507,6292,France,Total density per million population: Radiotherapy units,Europe,2010,6.78,64916336.0,31416099.0,33500237.999999996,36702.4323733379
Prostate,Male,Mortality,2015,9.090873525,27.58140066,0.6598231253,8665,France,Total density per million population: Radiotherapy units,Europe,2010,6.78,64916336.0,31416099.0,33500237.999999996,36702.4323733379
Prostate,Male,Mortality,2018,8.643389291,28.16742674,0.6193317788,8935,France,Total density per million population: Radiotherapy units,Europe,2013,7.51,65519543.0,31721037.0,33798505.0,41418.1766484844
Prostate,Male,Mortality,2022,7.961059971,27.74544632,0.5702635688,8911,France,Total density per million population: Radiotherapy units,Europe,2017,9.18,66277409.0,32116982.0,34160427.0,40988.6396406579
Prostate,Male,Mortality,2015,9.246027833,15.67039817,1.066736221,279,Georgia,Total density per million population: Radiotherapy units,Europe,2010,1.38,3791573.0,1766794.0,2024778.0,4086.6223465965
Prostate,Male,Mortality,2018,11.83814417,21.21447274,1.244239075,380,Georgia,Total density per million population: Radiotherapy units,Europe,2013,1.38,3794877.0,1767621.0,2027255.0,4804.0546040444
Prostate,Male,Mortality,2022,10.76989532,19.2304889,1.052760552,343,Georgia,Total density per million population: Radiotherapy units,Europe,2017,5.26,3794784.0,1768050.0,2026734.0,6729.84659930283
Prostate,Male,Incidence,2015,64.11032582,152.6630707,8.214315808,4750,Germany,Total density per million population: Radiotherapy units,Europe,2010,6.43,82077550.0,40401847.0,41675704.0,41929.7549110722
Prostate,Male,Mortality,2015,11.21293894,34.59878945,0.9432650928,13900,Germany,Total density per million population: Radiotherapy units,Europe,2010,6.43,82077550.0,40401847.0,41675704.0,41929.7549110722
Prostate,Male,Mortality,2018,11.04042921,36.57976038,0.8990117837,14963,Germany,Total density per million population: Radiotherapy units,Europe,2013,6.44,83368505.0,41163696.0,42204810.0,48916.1686612154
Prostate,Male,Mortality,2015,9.479290843,33.72748384,0.6405389218,1763,Greece,Total density per million population: Radiotherapy units,Europe,2010,4.23,10820903.0,5227191.0,5593712.0,17980.7298238137
Prostate,Male,Mortality,2018,8.516857522,32.98541846,0.5591192563,1711,Greece,Total density per million population: Radiotherapy units,Europe,2013,4.31,10730844.0,5187141.0,5543703.0,19873.4015238771
Prostate,Male,Incidence,2015,37.79558403,46.81705758,4.836843669,417,Argentina,Total density per million population: Radiotherapy units,Americas,2010,2.82,43477012.0,21537702.0,21939310.0,13679.6264980954
Prostate,Male,Mortality,2015,12.39373709,17.65740839,1.017204652,3803,Argentina,Total density per million population: Radiotherapy units,Americas,2010,2.82,43477012.0,21537702.0,21939310.0,13679.6264980954
