Cancer label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total,Country_harmonized,Indicator,Region Name,Year_Units,RT_m,Population,Population_male,Population_female,GDP_per_capita
Lung,Female,Mortality,2015,7.708015566,14.07436782,0.8753673215,222,Armenia,Total density per million population: Radiotherapy units,Europe,2010,1.29,2921177.0,1343842.0,1577335.0,3512.39350276709
Lung,Female,Mortality,2018,6.045879825,12.0523954,0.605823878,189,Armenia,Total density per million population: Radiotherapy units,Europe,2013,1.34,2909965.0,1341812.0,1568153.0,4196.00562301769
Lung,Female,Mortality,2022,6.807145979,13.18736302,0.6911357782,204,Armenia,Total density per million population: Radiotherapy units,Europe,2017,1.69,2880874.0,1333939.0,1546936.0,6571.97445545099
Lung,Male,Incidence,2015,27.29607868,50.81603528,3.113798375,1143,New Zealand,Total density per million population: Radiotherapy units,Western Pacific,2010,7.1,4614029.0,2271832.0,2342197.0,38665.3723018158
Lung,Male,Mortality,2015,22.25138038,41.94852436,2.452767064,953,New Zealand,Total density per million population: Radiotherapy units,Western Pacific,2010,7.1,4614029.0,2271832.0,2342197.0,38665.3723018158
Lung,Male,Mortality,2018,19.3341403,37.61678334,2.156628343,914,New Zealand,Total density per million population: Radiotherapy units,Western Pacific,2013,6.21,4900847.0,2429767.0,2471081.0,43257.0769238879
Lung,Female,Incidence,2015,25.78732078,48.28033411,3.172973741,1128,New Zealand,Total density per million population: Radiotherapy units,Western Pacific,2010,7.1,4614029.0,2271832.0,2342197.0,38665.3723018158
Lung,Female,Mortality,2015,18.18662485,36.37610329,2.13306205,852,New Zealand,Total density per million population: Radiotherapy units,Western Pacific,2010,7.1,4614029.0,2271832.0,2342197.0,38665.3723018158
Lung,Female,Mortality,2018,16.90480668,35.36914317,2.019797302,874,New Zealand,Total density per million population: Radiotherapy units,Western Pacific,2013,6.21,4900847.0,2429767.0,2471081.0,43257.0769238879
Lung,Male,Mortality,2015,5.653172131,3.640697571,0.6113426256,110,Nicaragua,Total density per million population: Radiotherapy units,Americas,2010,0.35,6149417.0,3021397.0,3128020.0,2074.45620634731
Lung,Male,Mortality,2018,5.080021987,3.241809425,0.574652403,102,Nicaragua,Total density per million population: Radiotherapy units,Americas,2013,0.33,6400080.0,3146392.0,3253689.0,2035.16549390507
Lung,Male,Mortality,2022,4.585779695,2.991829585,0.4293092319,99,Nicaragua,Total density per million population: Radiotherapy units,Americas,2017,0.91,6730654.0,3309012.0,3421642.0,2322.89053964583
Lung,Female,Mortality,2015,3.260731179,2.653434871,0.3515547569,83,Nicaragua,Total density per million population: Radiotherapy units,Americas,2010,0.35,6149417.0,3021397.0,3128020.0,2074.45620634731
Lung,Female,Mortality,2018,2.677591719,2.243607869,0.3200621411,73,Nicaragua,Total density per million population: Radiotherapy units,Americas,2013,0.33,6400080.0,3146392.0,3253689.0,2035.16549390507
Lung,Female,Mortality,2022,2.255178741,1.987350514,0.2611680764,68,Nicaragua,Total density per million population: Radiotherapy units,Americas,2017,0.91,6730654.0,3309012.0,3421642.0,2322.89053964583
Lung,Male,Mortality,2015,36.76447377,78.28540172,4.324650251,4338,Belgium,Total density per million population: Radiotherapy units,Europe,2010,8.96,11275335.0,5547255.0,5728079.0,40893.804537772
Lung,Male,Mortality,2018,31.08573617,70.25454527,3.637623896,3955,Belgium,Total density per million population: Radiotherapy units,Europe,2013,8.28,11428605.0,5630355.0,5798251.0,47487.2100392561
Lung,Female,Mortality,2015,15.68161073,33.81912811,2.007912566,1936,Belgium,Total density per million population: Radiotherapy units,Europe,2010,8.96,11275335.0,5547255.0,5728079.0,40893.804537772
Lung,Female,Mortality,2018,14.45431308,33.16925219,1.836191549,1923,Belgium,Total density per million population: Radiotherapy units,Europe,2013,8.28,11428605.0,5630355.0,5798251.0,47487.2100392561
Lung,Male,Incidence,2015,31.74189428,62.2136378,3.911808325,1625,Norway,Total density per million population: Radiotherapy units,Europe,2010,7.78,5189771.0,2611894.0,2577878.0,74809.9658049898
Lung,Male,Incidence,2018,30.59451794,63.0248726,3.751759491,1687,Norway,Total density per million population: Radiotherapy units,Europe,2013,8.13,5311752.0,2676697.0,2635056.0,82792.8427113304
Lung,Male,Incidence,2022,28.39754963,65.78466752,3.433094046,1810,Norway,Total density per million population: Radiotherapy units,Europe,2017,10.15,5456801.0,2751263.0,2705539.0,109269.520580298
Lung,Male,Mortality,2015,22.71382925,45.59767992,2.718737537,1191,Norway,Total density per million population: Radiotherapy units,Europe,2010,7.78,5189771.0,2611894.0,2577878.0,74809.9658049898
Lung,Female,Incidence,2015,28.66684561,59.00091779,3.801634877,1521,Norway,Total density per million population: Radiotherapy units,Europe,2010,7.78,5189771.0,2611894.0,2577878.0,74809.9658049898
Lung,Female,Incidence,2018,28.74515485,63.82832987,3.729663324,1682,Norway,Total density per million population: Radiotherapy units,Europe,2013,8.13,5311752.0,2676697.0,2635056.0,82792.8427113304
Lung,Female,Incidence,2022,26.33599634,64.60373297,3.314876716,1748,Norway,Total density per million population: Radiotherapy units,Europe,2017,10.15,5456801.0,2751263.0,2705539.0,109269.520580298
Lung,Female,Mortality,2015,17.30725024,38.17013017,2.179235544,984,Norway,Total density per million population: Radiotherapy units,Europe,2010,7.78,5189771.0,2611894.0,2577878.0,74809.9658049898
Lung,Male,Mortality,2015,9.810537902,9.478825916,1.043733247,188,Panama,Total density per million population: Radiotherapy units,Americas,2010,1.71,3960035.0,1983369.0,1976666.0,14082.6548434996
Lung,Male,Mortality,2018,7.486486974,7.71455569,0.7823148608,161,Panama,Total density per million population: Radiotherapy units,Americas,2013,1.55,4167859.9999999995,2086965.0000000002,2080896.0000000002,16151.3273433486
Lung,Male,Mortality,2022,5.950203358,7.041613665,0.6489934153,155,Panama,Total density per million population: Radiotherapy units,Americas,2017,2.32,4400773.0,2201198.0,2199575.0,17378.6070017557
Lung,Female,Mortality,2015,5.366254515,6.070831426,0.6171765446,120,Panama,Total density per million population: Radiotherapy units,Americas,2010,1.71,3960035.0,1983369.0,1976666.0,14082.6548434996
Lung,Female,Mortality,2018,3.29166827,4.132835086,0.3764669164,86,Panama,Total density per million population: Radiotherapy units,Americas,2013,1.55,4167859.9999999995,2086965.0000000002,2080896.0000000002,16151.3273433486
Lung,Female,Mortality,2022,3.623879275,4.819114974,0.4473635686,106,Panama,Total density per million population: Radiotherapy units,Americas,2017,2.32,4400773.0,2201198.0,2199575.0,17378.6070017557
Lung,Male,Mortality,2015,18.93903747,13.93734743,2.236210899,432,Paraguay,Total density per million population: Radiotherapy units,Americas,2010,0.62,6159103.0,3099586.0,3059517.0,5879.33792308762
Lung,Male,Mortality,2018,17.16102271,13.27785727,2.106748317,429,Paraguay,Total density per million population: Radiotherapy units,Americas,2013,0.59,6427382.0,3230943.0,3196439.0,6258.44991640984
Lung,Female,Mortality,2015,3.45184641,3.072379877,0.370899635,94,Paraguay,Total density per million population: Radiotherapy units,Americas,2010,0.62,6159103.0,3099586.0,3059517.0,5879.33792308762
Lung,Female,Mortality,2018,3.226745692,3.159766722,0.3430679976,101,Paraguay,Total density per million population: Radiotherapy units,Americas,2013,0.59,6427382.0,3230943.0,3196439.0,6258.44991640984
Lung,Male,Incidence,2015,28.94129754,16.00817387,3.435634201,528,Philippines,Total density per million population: Radiotherapy units,Western Pacific,2010,0.19,105312992.0,52836545.0,52476447.0,2909.85818010301
Lung,Male,Mortality,2015,22.22585683,11.28908296,2.789530218,5960,Philippines,Total density per million population: Radiotherapy units,Western Pacific,2010,0.19,105312992.0,52836545.0,52476447.0,2909.85818010301
Lung,Male,Mortality,2018,19.76326194,11.19349979,2.356320571,6124,Philippines,Total density per million population: Radiotherapy units,Western Pacific,2013,0.18,109465287.0,54710323.0,54754964.0,3168.51036609727
Lung,Female,Incidence,2015,12.46415648,9.679676705,1.400611196,327,Philippines,Total density per million population: Radiotherapy units,Western Pacific,2010,0.19,105312992.0,52836545.0,52476447.0,2909.85818010301
Lung,Female,Mortality,2015,6.789446726,5.047938545,0.7914825732,2648,Philippines,Total density per million population: Radiotherapy units,Western Pacific,2010,0.19,105312992.0,52836545.0,52476447.0,2909.85818010301
Lung,Female,Mortality,2018,6.661117168,5.274407632,0.7713729132,2888,Philippines,Total density per million population: Radiotherapy units,Western Pacific,2013,0.18,109465287.0,54710323.0,54754964.0,3168.51036609727
Lung,Male,Incidence,2015,49.38428636,92.46319003,6.211282596,567,Poland,Total density per million population: Radiotherapy units,Europe,2010,2.72,38266314.0,18553765.0,19712550.0,12637.5220324406
Lung,Male,Mortality,2015,50.1917304,88.44820531,6.274682861,16261,Poland,Total density per million population: Radiotherapy units,Europe,2010,2.72,38266314.0,18553765.0,19712550.0,12637.5220324406
Lung,Male,Mortality,2018,43.83144669,85.09890005,5.427764851,15631,Poland,Total density per million population: Radiotherapy units,Europe,2013,2.72,38241071.0,18551882.0,19689189.0,15658.2120316794
Lung,Male,Mortality,2022,35.16610352,73.25234985,4.456595703,13042,Poland,Total density per million population: Radiotherapy units,Europe,2017,4.62,38385739.0,18604014.0,19781726.0,18891.2121169279
Lung,Female,Incidence,2015,14.49594021,30.59186722,1.975248485,197,Poland,Total density per million population: Radiotherapy units,Europe,2010,2.72,38266314.0,18553765.0,19712550.0,12637.5220324406
Lung,Female,Mortality,2015,17.95563692,38.18987543,2.37655343,7484,Poland,Total density per million population: Radiotherapy units,Europe,2010,2.72,38266314.0,18553765.0,19712550.0,12637.5220324406
Lung,Female,Mortality,2018,17.72842091,41.3225673,2.374620221,8091,Poland,Total density per million population: Radiotherapy units,Europe,2013,2.72,38241071.0,18551882.0,19689189.0,15658.2120316794
Lung,Female,Mortality,2022,16.15207672,41.75172012,2.176340536,7935,Poland,Total density per million population: Radiotherapy units,Europe,2017,4.62,38385739.0,18604014.0,19781726.0,18891.2121169279
Lung,Male,Mortality,2015,28.82953924,61.76959636,3.584241406,3041,Portugal,Total density per million population: Radiotherapy units,Europe,2010,4.03,10370267.0,4923135.0,5447132.0,19215.7813014347
Lung,Male,Mortality,2018,28.71239762,66.94305695,3.53528298,3278,Portugal,Total density per million population: Radiotherapy units,Europe,2013,4.05,10325353.0,4896701.0,5428652.0,23541.1401075289
Lung,Male,Mortality,2022,25.5717614,64.98774603,3.159689822,3225,Portugal,Total density per million population: Radiotherapy units,Europe,2017,7.16,10417073.0,4962474.0,5454599.0,24620.5197587181
Lung,Female,Mortality,2015,7.217269177,18.02783557,0.8377492682,982,Portugal,Total density per million population: Radiotherapy units,Europe,2010,4.03,10370267.0,4923135.0,5447132.0,19215.7813014347
Lung,Female,Mortality,2018,7.01665051,19.13920372,0.8425827655,1039,Portugal,Total density per million population: Radiotherapy units,Europe,2013,4.05,10325353.0,4896701.0,5428652.0,23541.1401075289
Lung,Female,Mortality,2022,7.796134104,22.01811315,0.9315868167,1201,Portugal,Total density per million population: Radiotherapy units,Europe,2017,7.16,10417073.0,4962474.0,5454599.0,24620.5197587181
Lung,Male,Incidence,2015,17.13327421,9.238137876,2.083057024,13,Qatar,Total density per million population: Radiotherapy units,Eastern Mediterranean,2010,1.14,2427331.0,1827199.0,600131.0,68985.2433380102
Lung,Female,Incidence,2015,3.615375263,2.116282679,0.4804427068,3,Qatar,Total density per million population: Radiotherapy units,Eastern Mediterranean,2010,1.14,2427331.0,1827199.0,600131.0,68985.2433380102
Lung,Male,Mortality,2015,47.80133768,83.23918394,6.072286135,8058,Romania,Total density per million population: Radiotherapy units,Europe,2010,1.16,19871019.0,9604635.0,10266385.0,8977.01748158196
Lung,Male,Mortality,2018,44.21455858,80.31261497,5.689196344,7656,Romania,Total density per million population: Radiotherapy units,Europe,2013,1.15,19597872.0,9485968.0,10111904.0,12416.134317959
Lung,Female,Mortality,2015,10.35362129,22.71391318,1.258966431,2303,Romania,Total density per million population: Radiotherapy units,Europe,2010,1.16,19871019.0,9604635.0,10266385.0,8977.01748158196
Lung,Female,Mortality,2018,10.95365752,24.37923641,1.349287121,2426,Romania,Total density per million population: Radiotherapy units,Europe,2013,1.15,19597872.0,9485968.0,10111904.0,12416.134317959
Lung,Male,Mortality,2015,55.22136906,110.4089763,7.080597575,3815,Serbia,Total density per million population: Radiotherapy units,Europe,2010,1.42,7177253.0,3417618.0,3759635.0,5820.3215576888
Lung,Male,Mortality,2018,53.32755643,110.856141,6.95184916,3771,Serbia,Total density per million population: Radiotherapy units,Europe,2013,1.47,7020019.0,3343694.0,3676325.0,7559.86165747394
Lung,Male,Mortality,2022,40.27280537,92.01369282,5.340824554,2982,Serbia,Total density per million population: Radiotherapy units,Europe,2017,4.12,6791213.0,3230996.0,3560218.0,10024.8191112596
Lung,Female,Mortality,2015,18.24241919,39.80716738,2.290517261,1449,Serbia,Total density per million population: Radiotherapy units,Europe,2010,1.42,7177253.0,3417618.0,3759635.0,5820.3215576888
Lung,Female,Mortality,2018,19.85766151,45.54723424,2.594870667,1631,Serbia,Total density per million population: Radiotherapy units,Europe,2013,1.47,7020019.0,3343694.0,3676325.0,7559.86165747394
Lung,Female,Mortality,2022,17.57469425,42.82008525,2.337345152,1466,Serbia,Total density per million population: Radiotherapy units,Europe,2017,4.12,6791213.0,3230996.0,3560218.0,10024.8191112596
Lung,Male,Mortality,2015,26.46514285,43.0965216,2.757902631,826,Singapore,Total density per million population: Radiotherapy units,Western Pacific,2010,3.74,5525340.0,2887448.0,2637892.0,55645.6068614606
Lung,Male,Mortality,2018,23.14652963,42.64156847,2.321262075,834,Singapore,Total density per million population: Radiotherapy units,Western Pacific,2013,3.51,5634369.0,2904611.0,2729758.0,66881.6067035265
Lung,Male,Mortality,2022,18.28095025,39.54352602,1.935130401,787,Singapore,Total density per million population: Radiotherapy units,Western Pacific,2017,5.13,5649885.0,2919697.0,2730188.0,90299.0694637269
Lung,Female,Mortality,2015,11.29642799,21.90263949,1.149871144,435,Singapore,Total density per million population: Radiotherapy units,Western Pacific,2010,3.74,5525340.0,2887448.0,2637892.0,55645.6068614606
Lung,Female,Mortality,2018,8.73726622,18.73977468,0.8584461326,382,Singapore,Total density per million population: Radiotherapy units,Western Pacific,2013,3.51,5634369.0,2904611.0,2729758.0,66881.6067035265
Lung,Female,Mortality,2022,8.715502606,21.36314124,0.8687887745,445,Singapore,Total density per million population: Radiotherapy units,Western Pacific,2017,5.13,5649885.0,2919697.0,2730188.0,90299.0694637269
Lung,Male,Mortality,2015,37.97820423,61.40378737,4.694108988,1624,Slovakia,Total density per million population: Radiotherapy units,Europe,2010,4.76,5420278.0,2642755.0,2777523.0,16442.0760860018
Lung,Male,Mortality,2018,36.0064526,63.07361447,4.555279723,1677,Slovakia,Total density per million population: Radiotherapy units,Europe,2013,4.77,5443232.0,2657468.0,2785764.0,19573.3717031314
Lung,Male,Mortality,2022,27.93621466,53.49145624,3.577573017,1421,Slovakia,Total density per million population: Radiotherapy units,Europe,2017,6.78,5473197.0,2672668.0,2800528.0,21317.7943982363
Lung,Female,Mortality,2015,10.5397947,21.83504291,1.325165255,607,Slovakia,Total density per million population: Radiotherapy units,Europe,2010,4.76,5420278.0,2642755.0,2777523.0,16442.0760860018
Lung,Female,Mortality,2018,9.628761652,21.91554016,1.181202643,611,Slovakia,Total density per million population: Radiotherapy units,Europe,2013,4.77,5443232.0,2657468.0,2785764.0,19573.3717031314
Lung,Female,Mortality,2022,9.429903899,23.34920575,1.174401678,648,Slovakia,Total density per million population: Radiotherapy units,Europe,2017,6.78,5473197.0,2672668.0,2800528.0,21317.7943982363
Lung,Male,Incidence,2015,48.63629009,97.50096327,5.880339438,997,Slovenia,Total density per million population: Radiotherapy units,Europe,2010,3.45,2059947.0,1021365.0,1038582.0000000001,20697.2748530619
Lung,Male,Mortality,2015,39.96040994,81.75607352,4.711778392,836,Slovenia,Total density per million population: Radiotherapy units,Europe,2010,3.45,2059947.0,1021365.0,1038582.0000000001,20697.2748530619
Lung,Male,Mortality,2018,33.35431765,72.75071728,4.075313118,747,Slovenia,Total density per million population: Radiotherapy units,Europe,2013,5.79,2069481.0000000002,1031009.0,1038471.0,25888.0481065655
Lung,Female,Incidence,2015,20.52335299,44.97738157,2.6049775,468,Slovenia,Total density per million population: Radiotherapy units,Europe,2010,3.45,2059947.0,1021365.0,1038582.0000000001,20697.2748530619
Lung,Female,Mortality,2015,14.23862349,34.21356376,1.766134375,356,Slovenia,Total density per million population: Radiotherapy units,Europe,2010,3.45,2059947.0,1021365.0,1038582.0000000001,20697.2748530619
Lung,Female,Mortality,2018,17.61758333,43.47834451,2.326501876,452,Slovenia,Total density per million population: Radiotherapy units,Europe,2013,5.79,2069481.0000000002,1031009.0,1038471.0,25888.0481065655
Lung,Male,Mortality,2015,20.87480152,13.58190705,2.647397556,3739,South Africa,Total density per million population: Radiotherapy units,Africa,2010,0.6,56723537.0,27529271.0,29194266.0,6112.27382485974
Lung,Male,Mortality,2018,19.80583214,13.97126328,2.505907278,3968,South Africa,Total density per million population: Radiotherapy units,Africa,2013,0.57,58613001.0,28401154.0,30211846.0,6914.1780318076
Lung,Female,Mortality,2015,6.843051857,6.340286246,0.866240665,1851,South Africa,Total density per million population: Radiotherapy units,Africa,2010,0.6,56723537.0,27529271.0,29194266.0,6112.27382485974
Lung,Female,Mortality,2018,6.896800826,6.821827325,0.8779006651,2061,South Africa,Total density per million population: Radiotherapy units,Africa,2013,0.57,58613001.0,28401154.0,30211846.0,6914.1780318076
Lung,Male,Incidence,2015,46.88871043,88.99925731,5.799004972,3728,Spain,Total density per million population: Radiotherapy units,Europe,2010,4.23,46683686.0,22979318.0,23704368.0,25982.4416197775
Lung,Male,Mortality,2015,36.21337453,75.10666766,4.373272272,17259,Spain,Total density per million population: Radiotherapy units,Europe,2010,4.23,46683686.0,22979318.0,23704368.0,25982.4416197775
Lung,Male,Mortality,2018,33.95795027,74.3168439,4.170442062,17194,Spain,Total density per million population: Radiotherapy units,Europe,2013,4.16,47092821.0,23136074.0,23956747.0,30602.4212881113
Lung,Male,Mortality,2022,29.88614385,71.36275614,3.696567072,16760,Spain,Total density per million population: Radiotherapy units,Europe,2017,9.28,47828382.0,23485640.0,24342743.0,30319.4987196616
Lung,Female,Incidence,2015,13.80284668,26.03851971,1.682767242,1114,Spain,Total density per million population: Radiotherapy units,Europe,2010,4.23,46683686.0,22979318.0,23704368.0,25982.4416197775
Lung,Female,Mortality,2015,8.678407696,18.41854632,1.030451503,4366,Spain,Total density per million population: Radiotherapy units,Europe,2010,4.23,46683686.0,22979318.0,23704368.0,25982.4416197775
Lung,Female,Mortality,2018,9.243990391,20.69980536,1.141387159,4959,Spain,Total density per million population: Radiotherapy units,Europe,2013,4.16,47092821.0,23136074.0,23956747.0,30602.4212881113
Lung,Female,Mortality,2022,10.15831132,24.51243939,1.330012139,5967,Spain,Total density per million population: Radiotherapy units,Europe,2017,9.28,47828382.0,23485640.0,24342743.0,30319.4987196616
Lung,Male,Incidence,2015,18.59628963,41.90462434,2.387624577,2054,Sweden,Total density per million population: Radiotherapy units,Europe,2010,8.32,9799481.0,4901707.0,4897775.0,51188.1652120493
Lung,Male,Incidence,2022,14.10744949,36.3101191,1.726431102,1917,Sweden,Total density per million population: Radiotherapy units,Europe,2017,12.87,10487338.0,5279778.0,5207560.0,54836.8907235124
Lung,Male,Mortality,2015,15.48493355,37.43316667,1.843534375,1813,Sweden,Total density per million population: Radiotherapy units,Europe,2010,8.32,9799481.0,4901707.0,4897775.0,51188.1652120493
Lung,Male,Mortality,2022,10.69645962,30.24898781,1.198262479,1597,Sweden,Total density per million population: Radiotherapy units,Europe,2017,12.87,10487338.0,5279778.0,5207560.0,54836.8907235124
Lung,Female,Incidence,2015,19.46458782,44.47085199,2.653291762,2178,Sweden,Total density per million population: Radiotherapy units,Europe,2010,8.32,9799481.0,4901707.0,4897775.0,51188.1652120493
Lung,Female,Incidence,2022,17.41656994,46.14559463,2.257979347,2403,Sweden,Total density per million population: Radiotherapy units,Europe,2017,12.87,10487338.0,5279778.0,5207560.0,54836.8907235124
Lung,Female,Mortality,2015,14.43997527,37.35979003,1.883624291,1813,Sweden,Total density per million population: Radiotherapy units,Europe,2010,8.32,9799481.0,4901707.0,4897775.0,51188.1652120493
Lung,Female,Mortality,2022,11.71871808,36.48635972,1.433202215,1900,Sweden,Total density per million population: Radiotherapy units,Europe,2017,12.87,10487338.0,5279778.0,5207560.0,54836.8907235124
Lung,Male,Incidence,2015,37.25087828,74.20644251,4.613349328,789,Switzerland,Total density per million population: Radiotherapy units,Europe,2010,9.79,8283933.999999999,4098434.0,4185501.0,83806.4476003837
Lung,Male,Mortality,2015,23.68139665,50.16550836,2.840737768,2056,Switzerland,Total density per million population: Radiotherapy units,Europe,2010,9.79,8283933.999999999,4098434.0,4185501.0,83806.4476003837
Lung,Male,Mortality,2022,17.50579254,43.2967472,2.019804518,1890,Switzerland,Total density per million population: Radiotherapy units,Europe,2017,12.82,8792182.0,4365224.0,4426958.0,94394.5106803525
Lung,Female,Incidence,2015,21.35148333,45.19806697,2.76551389,500,Switzerland,Total density per million population: Radiotherapy units,Europe,2010,9.79,8283933.999999999,4098434.0,4185501.0,83806.4476003837
Lung,Female,Mortality,2015,12.28493994,28.33591825,1.541905287,1186,Switzerland,Total density per million population: Radiotherapy units,Europe,2010,9.79,8283933.999999999,4098434.0,4185501.0,83806.4476003837
Lung,Female,Mortality,2022,11.91558799,32.34726871,1.518683147,1432,Switzerland,Total density per million population: Radiotherapy units,Europe,2017,12.82,8792182.0,4365224.0,4426958.0,94394.5106803525
Lung,Male,Mortality,2015,14.79791942,15.57525517,1.681329786,15511,Brazil,Total density per million population: Radiotherapy units,Americas,2010,1.76,201675532.0,99587454.0,102088079.0,8936.1955889444
Lung,Male,Mortality,2018,13.91825416,16.1025792,1.615761889,16369,Brazil,Total density per million population: Radiotherapy units,Americas,2013,1.74,206107261.0,101654523.0,104452738.0,9300.66072904004
Lung,Female,Mortality,2015,8.60455655,10.75345933,1.006595382,10978,Brazil,Total density per million population: Radiotherapy units,Americas,2010,1.76,201675532.0,99587454.0,102088079.0,8936.1955889444
Lung,Female,Mortality,2018,8.629302744,11.81874237,1.012424246,12345,Brazil,Total density per million population: Radiotherapy units,Americas,2013,1.74,206107261.0,101654523.0,104452738.0,9300.66072904004
Lung,Male,Incidence,2015,27.3017929,40.15529222,3.379845489,1067,Thailand,Total density per million population: Radiotherapy units,South-East Asia,2010,0.94,70540795.0,34684565.0,35856230.0,5688.85335397884
Lung,Female,Incidence,2015,15.82329977,25.84419642,1.947218532,728,Thailand,Total density per million population: Radiotherapy units,South-East Asia,2010,0.94,70540795.0,34684565.0,35856230.0,5688.85335397884
Lung,Male,Incidence,2015,62.96991922,75.31768853,7.875645843,2436,Turkiye,Total density per million population: Radiotherapy units,Europe,2010,2.09,80014226.0,40105684.0,39908542.0,11064.6494504662
Lung,Female,Incidence,2015,10.73631227,14.61565936,1.318170913,471,Turkiye,Total density per million population: Radiotherapy units,Europe,2010,2.09,80014226.0,40105684.0,39908542.0,11064.6494504662
Lung,Male,Incidence,2015,6.55507795,1.496436512,1.095474441,19,Uganda,Total density per million population: Radiotherapy units,Africa,2010,0.06,37531446.0,18550371.0,18981075.0,862.934610355811
Lung,Female,Incidence,2015,3.643987661,0.9833649766,0.4594715229,14,Uganda,Total density per million population: Radiotherapy units,Africa,2010,0.06,37531446.0,18550371.0,18981075.0,862.934610355811
Lung,Male,Mortality,2015,14.0646842,9.486501267,1.860442957,17,Belize,Total density per million population: Radiotherapy units,Americas,2010,0.0,356333.0,179203.0,177130.0,6154.62264230369
Lung,Female,Mortality,2015,7.489221625,5.08104263,0.7052846331,9,Belize,Total density per million population: Radiotherapy units,Americas,2010,0.0,356333.0,179203.0,177130.0,6154.62264230369
Lung,Male,Incidence,2015,33.84343915,58.58308447,4.02425466,8753,United States of America,Total density per million population: Radiotherapy units,Americas,2010,12.76,326126497.0,163455402.0,162671094.0,56572.9188996063
Lung,Male,Mortality,2015,28.65994017,51.2047927,3.34132417,83697,United States of America,Total density per million population: Radiotherapy units,Americas,2010,12.76,326126497.0,163455402.0,162671094.0,56572.9188996063
Lung,Male,Mortality,2018,23.72311176,45.30979933,2.723971517,76283,United States of America,Total density per million population: Radiotherapy units,Americas,2013,12.37,335056497.0,168358724.0,166697774.0,62499.8744390068
Lung,Male,Mortality,2022,19.45387794,40.43274371,2.247641979,69412,United States of America,Total density per million population: Radiotherapy units,Americas,2017,13.16,341534046.0,171672742.0,169861303.0,76657.2488844403
Lung,Female,Incidence,2015,27.41491191,54.870644,3.387241253,8425,United States of America,Total density per million population: Radiotherapy units,Americas,2010,12.76,326126497.0,163455402.0,162671094.0,56572.9188996063
Lung,Female,Mortality,2015,20.24902573,43.10415469,2.414961641,70118,United States of America,Total density per million population: Radiotherapy units,Americas,2010,12.76,326126497.0,163455402.0,162671094.0,56572.9188996063
Lung,Female,Mortality,2018,17.55972654,39.51882417,2.050699713,65877,United States of America,Total density per million population: Radiotherapy units,Americas,2013,12.37,335056497.0,168358724.0,166697774.0,62499.8744390068
Lung,Female,Mortality,2022,15.22758354,36.83534678,1.776694665,62569,United States of America,Total density per million population: Radiotherapy units,Americas,2017,13.16,341534046.0,171672742.0,169861303.0,76657.2488844403
Lung,Male,Mortality,2015,39.70646552,58.63798124,5.014271606,957,Uruguay,Total density per million population: Radiotherapy units,Americas,2010,3.86,3368017.0,1632047.0,1735969.0,17125.9016800298
Lung,Male,Mortality,2018,38.17854473,59.10700433,4.829026701,973,Uruguay,Total density per million population: Radiotherapy units,Americas,2013,3.82,3394534.0,1646166.0,1748368.0,19249.9404677501
Lung,Male,Mortality,2022,32.82023521,52.96726125,4.128052794,871,Uruguay,Total density per million population: Radiotherapy units,Americas,2017,6.91,3390913.0,1644412.0,1746501.0,20818.6146091144
Lung,Female,Mortality,2015,11.05483065,20.27687146,1.390979945,352,Uruguay,Total density per million population: Radiotherapy units,Americas,2010,3.86,3368017.0,1632047.0,1735969.0,17125.9016800298
Lung,Female,Mortality,2018,11.67029496,21.33418136,1.479507649,373,Uruguay,Total density per million population: Radiotherapy units,Americas,2013,3.82,3394534.0,1646166.0,1748368.0,19249.9404677501
Lung,Female,Mortality,2022,12.17596777,23.01742396,1.576480649,402,Uruguay,Total density per million population: Radiotherapy units,Americas,2017,6.91,3390913.0,1644412.0,1746501.0,20818.6146091144
Lung,Male,Mortality,2015,9.27740056,6.275656924,1.258041957,985,Uzbekistan,Total density per million population: Radiotherapy units,Europe,2010,0.66,30749346.0,15481660.0,15267686.0,2803.19018021751
Lung,Male,Mortality,2018,8.387797096,5.962221264,1.152579661,987,Uzbekistan,Total density per million population: Radiotherapy units,Europe,2013,0.62,32373490.0,16311735.0,16061755.0,1813.08530813664
Lung,Female,Mortality,2015,2.686804715,2.172608837,0.3474832343,339,Uzbekistan,Total density per million population: Radiotherapy units,Europe,2010,0.66,30749346.0,15481660.0,15267686.0,2803.19018021751
Lung,Female,Mortality,2018,2.893777052,2.511909316,0.3612931279,412,Uzbekistan,Total density per million population: Radiotherapy units,Europe,2013,0.62,32373490.0,16311735.0,16061755.0,1813.08530813664
Lung,Male,Mortality,2015,15.72271117,13.40548737,1.742243954,2037,Venezuela,Total density per million population: Radiotherapy units,Americas,2010,2.31,30573972.0,15195272.0,15378701.0,4103.1384987005
Lung,Female,Mortality,2015,9.470089815,9.916312177,1.072398983,1525,Venezuela,Total density per million population: Radiotherapy units,Americas,2010,2.31,30573972.0,15195272.0,15378701.0,4103.1384987005
Breast,Female,Incidence,2015,49.42698359,84.65271944,5.582669761,4307,Belarus,Total density per million population: Radiotherapy units,Europe,2010,3.02,9487293.0,4414172.0,5073122.0,5967.05595058777
Breast,Female,Incidence,2015,82.60245831,142.9180934,9.279817333,19117,Canada,Total density per million population: Radiotherapy units,Americas,2010,8.73,35962234.0,17837661.0,18124573.0,43594.1941045394
